,question,answer,question_index,answer_reformulate,answer_index,document_index,question_reformulate
20,What are the different percentages of the room price that the client is obliged to pay depending on the type of service? ,"
The hotel has the right to charge a lump-sum for any damage caused and reimbursed by the client. Then the client is obliged to pay 90% for the room nights
with or without breakfast, 70% for half-board and 60% for full board service of the contracted price. The client is free to proof that there is no damage or less
than the amount required.",20,"[' to deduct a fixed sum from clients ', ' for damages incurred ', ' and subsequently reimbursed ', ' by the client ', '.\n\nClients are liable ', ' to pay 90% of room rates ', ' with or without breakfast, 70% of half-board ', ' and 60% of full board services ', ' for contracted periods ', '.\n\nHotel holds the authority ', ' to reclaim 90% of room tariffs ', ' from clients ', ' regardless of meal plans, 70% for half-board guests ', ' and 60% for full board patrons ', '.\n\nClient is responsible ', ' for paying 90% of accommodation costs ', ' with breakfast included or excluded, 70% for meals provided twice a day ', ' and 60% for meals provided three times a day ', '.\n\nThe hotel retains the right ', ' to charge clients ', ' 90% of room prices ', ' whether they take breakfast or not, 70% for two meal services ', ' and 60% for three meal services ', ' per night ', '.\n\nGuests are obliged ', ' to compensate hotel ', ' with 90% of nightly rates ', ' irrespective of meals consumed, 70% for mid-day and evening meals ', ' and 60% for morning, noon and night meals ', '.\n\nClient must pay ', ' 90% of accommodation fees ', ' whether they opt for breakfast or not, 70% for half board services ', ' and 60% for full board offerings ', '.\n\nHotel may deduct ', ' 90% of room tariffs ', "" from client's account "", ' with or without breakfast included, 70% for meals provided during the day ', ' and 60% for meals served throughout the day ', '.\n\nClient is liable ', ' to compensate hotel ', ' with 90% of nightly rates ', ' with optional breakfast services, 70% for mid-day and evening meal plans ', ' and 60% for full board meal services ', '.']",13,16,"[' \nWhat percentage of room cost must client pay according to type of accommodation?\n', ' \nHow much of total room bill must customer cover based on service chosen?\n', ' \nWhat are the percentages of total room price that client must pay for various services offered?\n', ' \nIn what proportions is the room charge split among clients depending on type of service received?\n', ' \nWhat fraction of room cost does client have to pay according to selected service?\n', ' \nTo what extent does client have to cover the room bill based on chosen accommodation and service?\n', ' \nHow much of total room price must customer pay for each different service provided?\n', ' \nFor which types of services is client obligated to pay specific percentages of total room charge?']"
21," 
Can a client dispute the amount of damage claimed by the hotel and what is the burden of proof required?","
The hotel has the right to charge a lump-sum for any damage caused and reimbursed by the client. Then the client is obliged to pay 90% for the room nights
with or without breakfast, 70% for half-board and 60% for full board service of the contracted price. The client is free to proof that there is no damage or less
than the amount required.",21,"[' to deduct a fixed sum from clients ', ' for damages incurred ', ' and subsequently reimbursed ', ' by the client ', '.\n\nClients are liable ', ' to pay 90% of room rates ', ' with or without breakfast, 70% of half-board ', ' and 60% of full board services ', ' for contracted periods ', '.\n\nHotel holds the authority ', ' to reclaim 90% of room tariffs ', ' from clients ', ' regardless of meal plans, 70% for half-board guests ', ' and 60% for full board patrons ', '.\n\nClient is responsible ', ' for paying 90% of accommodation costs ', ' with breakfast included or excluded, 70% for meals provided twice a day ', ' and 60% for meals provided three times a day ', '.\n\nThe hotel retains the right ', ' to charge clients ', ' 90% of room prices ', ' whether they take breakfast or not, 70% for two meal services ', ' and 60% for three meal services ', ' per night ', '.\n\nGuests are obliged ', ' to compensate hotel ', ' with 90% of nightly rates ', ' irrespective of meals consumed, 70% for mid-day and evening meals ', ' and 60% for morning, noon and night meals ', '.\n\nClient must pay ', ' 90% of accommodation fees ', ' whether they opt for breakfast or not, 70% for half board services ', ' and 60% for full board offerings ', '.\n\nHotel may deduct ', ' 90% of room tariffs ', "" from client's account "", ' with or without breakfast included, 70% for meals provided during the day ', ' and 60% for meals served throughout the day ', '.\n\nClient is liable ', ' to compensate hotel ', ' with 90% of nightly rates ', ' with optional breakfast services, 70% for mid-day and evening meal plans ', ' and 60% for full board meal services ', '.']",13,16,"[' What are the standards for evidence in a situation where the guest contests the damages ', ' Can a patron contest the amount of compensation demanded by the innkeeper ', ' How does a traveler dispute the costs claimed by the lodging ', ' Is there a precedent for disputing the damage costs incurred at an establishment ', ' Can the customer challenge the estimated repair costs from the hotel ', ' What are the rules governing disputes over damage claims between a business and its client ', ' Are clients allowed to contest the charges related to damages made against them by a service provider ', ' How does one dispute the amount of damages levied against a person who has utilized the facilities of an establishment ', ' Is there any provision for disputing claims for damages made by the owner of a commercial property ', '']"
22,What is the domicile of the hotel according to the contract?,"
Provided the client’s right to cancel the contract within a fixed time was contracted in writing, the hotel on his part has the right to cancel the contract if there are
requests from other clients for the contracted rooms and the client renounces his right to withdraw from the contract upon enquiry. Place of fulfillment and
jurisdiction shall be the domicile of the hotel.",22,[],14,16,"[' premises are owned or leased by the hotel ', ' as per the contractual agreement?\n\nWhich ', ' establishment does the hotel claim ', "" ownership or possession of, based on the contract's stipulations?\n\nHow "", ' does the hotel define its ', ' territory, as outlined in the contractual document?\n\nWhere ', ' exactly is the location ', "" of the hotel's property, according to the contract?\n\nIn what "", ' geographic area is the hotel situated ', ', according to the terms of the agreement?\n\nWhat ', "" physical site constitutes the hotel's "", ' grounds, based on the contract?\n\nHow ', ' does the hotel identify its ', ' territorial boundaries, as per the contractual obligations?\n\nWhere ', ' precisely does the contract specify ', ' that the hotel owns or leases property?\n\nIn what ', ' jurisdiction is the hotel operating ', ', according to the contractual agreement?\n\nWhat ', "" physical structure comprises the hotel's "", ' premises, based on the contract?']"
23,What happens if the guest pays the contracted advance payment after the extended deadline but before the hotel withdraws from the contract?,"
If a contracted advance payment is not made even after an appropriately extended deadline with a notice of rejection set by the hotel, the hotel has the right to
withdraw from the contract.",23,"[' cancel from booking ', ' terminate agreement ', ' rescind deal ', ' abrogate contract ', ' discontinue arrangement ', ' revoke commitment ', ' repudiate obligation ', ' decline participation ', ' pull out of negotiation ', ' break off engagement']",15,16,[]
24,"What is considered an ""objective justified reason"" for the hotel to cancel a contract extraordinarily?","
In addition the hotel has the right to cancel contract extraordinarily due to an objective justified reason, for example if force majeure or other circumstances
beyond the control of the hotel makes fulfillment of contract impossible",24,"[' \n2. Should an unavoidable circumstance render performance of the contract impracticable, we may cancel.\n', ' \n3. In the event of a major external factor impacting our ability to deliver, we reserve the right to withdraw.\n', ' \n4. The hotel has the authority to call off the arrangement if some unexpected reason gets in the way.\n', ' \n5. If something outside our control happens and makes it impossible for us to meet our obligations, we can cancel.\n', ' \n6. In cases where extraordinary circumstances render contract fulfillment unfeasible, cancellation is an option.\n', ' \n7. If a sudden event beyond our control jeopardizes our ability to provide the agreed-upon services, we may cancel.\n', ' \n8. We have the right to rescind if some unforeseen occurrence makes it impossible for us to honor our end of the bargain.\n', ' \n9. Should circumstances arise that make it extremely difficult or impracticable for us to fulfill our contractual commitments, cancellation is an option.\n', ' \n10. In situations where a significant external factor renders contract fulfillment highly unlikely, we reserve the right to cancel the agreement.']",16,16,[]
25,Is booking a room under false pretenses considered a form of deception?,"
rooms are booked on misleading or false statements regarding the person or the purpose.",25,"['\nBookings were made under fraudulent pretenses concerning the person in question or the intended use ', '\nRooms have been contracted for through untrue statements related to the occupant or objective ', '\nHousing was secured with dishonest representations about either the tenant or the purpose ', '\nReservations were made based on false information regarding the individual involved or the goal ', '\nThe booking of lodgings was facilitated by misrepresentations concerning the person or the intention ', '\nA room has been rented under a misleading or deceitful description of either the person or their objective ', '\nAccommodations have been secured through statements that are untrue about the occupant or purpose ', '\nFalse claims regarding the individual or goal led to the reservation of a room ', '\nBookings were made with false information related to the person or intended use of the space ', '']",17,16,"[' Is it unethical to make false statements while reserving a hotel room ', ' Does knowingly providing incorrect information for a hotel room constitute deceit ', ' Would making false claims to secure a hotel reservation be considered deceptive ', "" Can misrepresenting one's intentions when booking a hotel room qualify as deception "", '']"
26,"What specific actions by a guest would the hotel consider as endangering its operation, security, or image?","
the hotel has reasonable grounds to assume that use of the hotel services may endanger the hotel operation, the security or the image of the hotel
in public without being attributed to the territory and/or organization of the hotel.",26,"[' the utilisation of its facilities might jeopardise its functioning ', ' it is possible that the use of our services could compromise safety or reputation ', "" there's a risk that using our amenities may damage our image "", ' we have grounds for believing our operations could be compromised ', ' the hotel fears that service usage may imperil security ', ' concerns exist regarding the potential impact on the establishment ', ' utilisation of facilities might lead to negative consequences ', ' we believe our operation could be put at risk ', "" there's a possibility that using our services may compromise safety or reputation""]",18,16,"[' Would hotel management view certain actions by guests as jeopardizing their business ', "" In what ways might a guest's actions imperil hotel safety and security protocols "", ' Which specific activities by an overnight visitor would lead the hotel to perceive its operation as being threatened ', "" What behaviors of a client could conceivably put the hotel's reputation at risk "", ' Might particular conduct on the part of a patron be seen as jeopardizing hotel operations ', ' Could hotel management view certain actions by guests as compromising their business model ', "" In what ways might a guest's behavior place the hotel in a precarious position "", ' Would hotel policies deem specific actions by visitors as endangering its operation ', ' Which client behaviors could conceivably imperil hotel security and reputation ', '']"
27,"What is the meaning of ""Purview"" in this context?","
there is a violation of the above mentioned rules and regulations under „Purview“ No. 2.",27,"[' non-compliance with stipulated guidelines ', ' breach of pre-defined standards ', ' infringement of governing directives ', ' contravention of regulatory provisions ', ' disobedience to predetermined norms ', ' failure to conform to prescribed code ', ' lapse in adherence to mandated rules ', ' transgression of authoritative decrees ', ' deviation from governing protocols']",19,16,"[' Definition ', ' Scope ', ' Range ', ' Domain ', ' Realm ', ' Territory\n', ' What does the term purview convey in this scenario?\n', ' To what extent does the concept of purview apply here?\n', ' Can purview be used interchangeably with another term?\n', ' How does the meaning of purview relate to other ideas?\n', ' What are the boundaries within which purview operates?\n', ' Is there a synonym for purview that fits better?\n', ' Within what limits is the concept of purview contained?\n', ' Does the idea of purview encompass broader or narrower concepts?\n', ' Are there any specific aspects related to the meaning of purview?']"
28,What is the client's right of withdrawal in this context?,"
Without delay the hotel has to inform the client about the execution of the right of withdrawal.",28,"['\nPromptly the hotel needs to convey to the customer their implementation of the withdrawal provision ', '\nThe hotel is required to disclose to the patron their observance of the right of termination ', '\nAs soon as possible the hotel has to advise the client on the execution of their right of cancellation ', ""\nThe hotel's obligation is to inform the guest about fulfilling the withdrawal requirement "", '\nIn a timely manner, the hotel must inform the client about carrying out their right of resignation ', '\nWithout hesitation, the hotel is duty-bound to notify the customer regarding exercising the option for termination ', '\nAs soon as practicable the hotel needs to advise the patron on performing their right of withdrawal ', '\nIt is imperative that the hotel informs the guest about implementing the cancellation provision ', '\nThe hotel must forthwith inform the client about executing their right of resignation']",20,16,"[' What entitlement does the buyer have to back out ', ' Can the customer withdraw from this deal ', ' In what way can the shopper cancel their purchase ', ' Is there a customer right to rescind ', ' What rights does the purchaser have regarding backing away ', ' How might the client withdraw from this arrangement ', "" What are the terms for the consumer's decision to retract "", ' Are there any legal rights available for buyer withdrawal ', ' Can the customer pull out of this transaction']"
29,Is a client entitled to claim damages if they withdraw from a contract unilaterally?,"
Provided a rightful withdrawal from the contract the client is not entitled to claim damages.",29,"[' Termination ', ' Cancellation ', ' Abandonment ', ' Surrender ', ' Waiver ', ' Repudiation ', ' Disavowal ', ' Revocation ', ' Repeal \n\nNo compensation ', ' No reimbursement ', ' No reparation ', ' No indemnification ', ' No restitution ', ' No recovery ', ' No redress ', ' No recourse ', ' No remuneration ', ' No payment \n\nNot entitled ', ' Not permitted ', ' Not allowed ', ' Prohibited ', ' Forbidden ', ' Barred ', ' Denied ', ' Disqualified ', ' Excluded ', ' Unqualified']",21,16,"[' Are clients entitled to restitution in cases where they terminate a contract without mutual consent?\n\nCan customers obtain monetary redress if they decide to cancel a contract independently?\n\nMust businesses provide reimbursement to clients who withdraw from an agreement without discussion or compromise?\n\nAre clients eligible for financial compensation when they make the unilateral decision to cancel a deal?\n\nIn what circumstances, if any, can clients seek damages after abandoning a contract unilaterally?\n\nDo customers have the right to claim reparation if they choose to terminate an agreement on their own initiative ', '\n\nIs it legally permissible for clients to receive reimbursement when they opt out of a contract independently ', '\n\nCan clients obtain financial redress in cases where they decide to withdraw from a deal without consulting the business?']"
30,What is the primary limitation mentioned in the given text regarding the client's rights?,"
The client cannot claim for the use of particular rooms.",30,"[' The client has no right to request certain facilities ', ' Clients are not eligible to claim exclusive usage of designated areas ', ' No claims can be made for utilization of specified spaces ', "" The client's request for particular amenities will be denied "", ' Specific areas cannot be claimed by the client ', ' There are no entitlements granted for use of certain rooms ', ' The client is not qualified to demand specific accommodations ', ' Certain facilities cannot be requested or claimed by clients ', ' The client will not be permitted to claim exclusive usage of designated areas ', ' Utilization of specified spaces cannot be claimed by the client']",22,16,"["" To what extent do the given text's statements limit the scope of clients' prerogatives?\n \n"", "" Which essential constraint affects the clients' privileges according to the mentioned document?\n \n"", "" What significant restriction is imposed on clients' entitlements by the information provided?\n \n"", "" How are the clients' rights restricted, as stated in the offered text?\n \n"", "" What are the primary restrictions placed on clients' freedoms in accordance with the given content?\n \n"", "" According to what limitations do the client's prerogatives become limited, as per the text supplied?\n \n"", "" What important restrictions have been mentioned regarding the scope of clients' rights within the provided text?\n \n"", ' Which major constraint has been noted concerning the rights held by the clients in the context of the given document?\n \n', "" To which key limitations are the client's liberties subject according to the information contained in the text?""]"
31,What time is considered the official start time for a client's room booking?,"
Rooms booked are available to the client on the contracted arrival date from 3pm. The client cannot claim for earlier availability.",31,"[' Rooms booked can be occupied by the client starting from 3 pm on the scheduled check-in time ', ' Guests are allowed to take possession of their rooms at 15:00 hours on the designated move-in date ', ' The client has no entitlement to an earlier occupancy ', ' Availability prior to 3 pm cannot be claimed ', "" The contracted arrival day's earliest entry is 3 pm for reserved accommodations "", ' The customer will have access to booked rooms beginning at 1500 hrs on the scheduled check-in time ', ' Any claim for earlier availability by the client is not permitted ', ' Rooms are available for occupation by clients starting from 15:00 hours on the designated move-in date ', ' Clients cannot request entry prior to 3 pm for booked accommodations']",23,16,"["" \nWhen does an accommodation's booking period officially commence "", ' \nAt what point are guest rooms assigned to customers ', ' \nWhat hour signifies the launch of customer lodging reservations ', ' \nIn what timeframe do guest bookings officially take effect ', ' \nHow much time after booking confirmation is check-in considered active ', ' \nFrom what point on will staff ensure room availability for a client ', "" \nWhen does an accommodation provider confirm a guest's reservation period "", ' \nAt what instant are clients granted exclusive access to their assigned rooms ', "" \nWhat clock stroke signifies the official start of services within a customer's suite "", '']"
32,What is the latest time a room must be available to the hotel? ,"
Rooms must be available to the hotel at 12:00 the latest on the contracted departure date. Afterwards the hotel has the right to charge 50% of the best available
public rate for the additional use of the room until 6 pm on top of the damage occurred. And from 6pm 100% of the best available public rate is charged. Any
contractual claims of the client are not justified by this. The client is free to proof the hotel that no or considerable less damage occurred.",32,"[' Rooms should be handed over to the hotel no later than 12:00 on the agreed-upon checkout day ', ' \nThe rooms need to be available for the hotel until 12:00 at the latest on the contracted departure date ', ' The hotel expects the client to vacate the room by 12:00 at the latest on the departure date stated in the contract ', '\nAll rooms should be made available to the hotel no later than 12:00 pm on the departure date agreed upon ', ' It is compulsory for clients to make the hotel rooms available until 12:00 on the contracted checkout day ', ' \nThe client must vacate their room by 12:00 at the latest on the departure date stated in the contract ', ' The hotel reserves the right to charge a fee if the guest fails to vacate the room by 12:00 on the agreed-upon check-out time ', '\nClients are expected to hand over the rooms no later than 12:00 pm on the contracted departure date ', ' It is mandatory for clients to make their hotel room available at 12:00 pm sharp on the departure day specified in the contract ', '']",24,16,"["" How late in the evening does a hotel's suite need to remain unoccupied "", ' When should the last check-out occur to maintain optimal hotel operations ', ' At what point in the day or night should the final room departure take place ', ' What is the deadline after which a room cannot be occupied by guests ', ' How far into the night can a guest room remain vacant ', ' In what time frame does the last guest need to depart from their hotel accommodation ', "" When must a hotel's guest quarters become available for use again "", ' At what point in the day should all rooms in a hotel be freed up for cleaning and maintenance ', ' What is the latest hour at which a hotel can expect its guest rooms to remain unoccupied']"
33,"
What is the charge for the additional use of a room from 6 pm onwards? ","
Rooms must be available to the hotel at 12:00 the latest on the contracted departure date. Afterwards the hotel has the right to charge 50% of the best available
public rate for the additional use of the room until 6 pm on top of the damage occurred. And from 6pm 100% of the best available public rate is charged. Any
contractual claims of the client are not justified by this. The client is free to proof the hotel that no or considerable less damage occurred.",33,"[' Rooms should be handed over to the hotel no later than 12:00 on the agreed-upon checkout day ', ' \nThe rooms need to be available for the hotel until 12:00 at the latest on the contracted departure date ', ' The hotel expects the client to vacate the room by 12:00 at the latest on the departure date stated in the contract ', '\nAll rooms should be made available to the hotel no later than 12:00 pm on the departure date agreed upon ', ' It is compulsory for clients to make the hotel rooms available until 12:00 on the contracted checkout day ', ' \nThe client must vacate their room by 12:00 at the latest on the departure date stated in the contract ', ' The hotel reserves the right to charge a fee if the guest fails to vacate the room by 12:00 on the agreed-upon check-out time ', '\nClients are expected to hand over the rooms no later than 12:00 pm on the contracted departure date ', ' It is mandatory for clients to make their hotel room available at 12:00 pm sharp on the departure day specified in the contract ', '']",24,16,"['\nHow much does it cost to use a room past six?\nHow much is the extra charge for evening room utilization ', ""\nWhat's the tariff for rooms used beyond six o'clock?\nWhat's the cost of extended room access into the night "", ""\nHow much will I be charged for using a room later than six?\nWhat's the rate for after-sunset room occupancy?\nHow much does it cost to utilize a room past evening hours "", ""\nWhat's the nightly surcharge for late room usage?""]"
34,"
Can a client claim damages if they prove that no or considerable less damage occurred? ","
Rooms must be available to the hotel at 12:00 the latest on the contracted departure date. Afterwards the hotel has the right to charge 50% of the best available
public rate for the additional use of the room until 6 pm on top of the damage occurred. And from 6pm 100% of the best available public rate is charged. Any
contractual claims of the client are not justified by this. The client is free to proof the hotel that no or considerable less damage occurred.",34,"[' Rooms should be handed over to the hotel no later than 12:00 on the agreed-upon checkout day ', ' \nThe rooms need to be available for the hotel until 12:00 at the latest on the contracted departure date ', ' The hotel expects the client to vacate the room by 12:00 at the latest on the departure date stated in the contract ', '\nAll rooms should be made available to the hotel no later than 12:00 pm on the departure date agreed upon ', ' It is compulsory for clients to make the hotel rooms available until 12:00 on the contracted checkout day ', ' \nThe client must vacate their room by 12:00 at the latest on the departure date stated in the contract ', ' The hotel reserves the right to charge a fee if the guest fails to vacate the room by 12:00 on the agreed-upon check-out time ', '\nClients are expected to hand over the rooms no later than 12:00 pm on the contracted departure date ', ' It is mandatory for clients to make their hotel room available at 12:00 pm sharp on the departure day specified in the contract ', '']",24,16,"[' if they demonstrate that minimal ', ' or significantly reduced ', ' losses occurred?\n\nWill a client be able to sue for reimbursement ', "" if it's proven that little to no "", ' harm was done?\n\nAre clients entitled to claim damages ', ' if they can show that substantially less damage ', ' took place?\n\nCan clients assert their right to receive compensation ', ' if they establish that only slight damage ', ' happened?\n\nIs a client eligible to seek financial recompense ', ' if it is demonstrated that minimal ', ' or reduced ', ' losses were incurred?\n\nMay a client request reimbursement ', ' in the event that little or no ', ' damage was done?\n\nWill a client be able to claim damages ', ' if they prove that only minor ', ' harm occurred?\n\nAre clients entitled to compensation ', ' if they can show that less damage ', ' took place than originally thought?\n\nCan clients seek financial recompense ', ' if it is proven that considerable less ', ' damage happened than claimed?']"
35,"
What rate is charged for the additional use of a room until 6 pm?","
Rooms must be available to the hotel at 12:00 the latest on the contracted departure date. Afterwards the hotel has the right to charge 50% of the best available
public rate for the additional use of the room until 6 pm on top of the damage occurred. And from 6pm 100% of the best available public rate is charged. Any
contractual claims of the client are not justified by this. The client is free to proof the hotel that no or considerable less damage occurred.",35,"[' Rooms should be handed over to the hotel no later than 12:00 on the agreed-upon checkout day ', ' \nThe rooms need to be available for the hotel until 12:00 at the latest on the contracted departure date ', ' The hotel expects the client to vacate the room by 12:00 at the latest on the departure date stated in the contract ', '\nAll rooms should be made available to the hotel no later than 12:00 pm on the departure date agreed upon ', ' It is compulsory for clients to make the hotel rooms available until 12:00 on the contracted checkout day ', ' \nThe client must vacate their room by 12:00 at the latest on the departure date stated in the contract ', ' The hotel reserves the right to charge a fee if the guest fails to vacate the room by 12:00 on the agreed-upon check-out time ', '\nClients are expected to hand over the rooms no later than 12:00 pm on the contracted departure date ', ' It is mandatory for clients to make their hotel room available at 12:00 pm sharp on the departure day specified in the contract ', '']",24,16,"["" What's the late fee for using a room beyond 6 pm "", ' How does the clock strike financially if you extend your stay in a room after 6 pm ', ' Beyond 6 pm, how much is charged for a room overrun ', "" If you're still in a room at 6 pm, what's the hourly rate "", "" What's the rate per hour that kicks in when you exceed the 6 pm deadline in a room "", ' Is there an additional charge for lingering in a room after 6 pm ', ' At what price do I get to stay past 6 pm in a room ', "" When will my bill go up if I don't vacate a room by 6 pm "", '']"
36,What are the circumstances under which a client can claim compensation from the hotel? ,"
The hotel is liable with due care and diligence of a prudent businessman for its contractual obligations. The client has no right to claim for compensation. This
does not apply to damage due to injury of life, body or health, if the hotel is responsible for the breach of duty, other damages based on deliberate or gross
breach of duty of the hotel and damages based on deliberate or negligent offence of contractual obligations of the hotel. ",36,"[' The patron has no entitlement to seek remuneration ', ' This does not pertain to harm caused by injury to life, body or well-being ', ' if the establishment is culpable in the breach of duty ', ' other damages founded on intentional or gross negligence ', ' of the establishment ', ' and damages founded on intentional or negligent infringement ', ' of contractual commitments ', '\n\n2. With prudent care and diligence the hotel shall assume responsibility for its contractual undertakings ', ' The client shall not be entitled to claim compensation ', ' This shall not apply to harm caused by physical injury ', ' damage to life or health ', ' if the hotel is accountable for failure to uphold a duty ', ' other damages resulting from deliberate or gross dereliction of duty ', ' of the hotel ', ' and damages ensuing from intentional or negligent contravention ', ' of contractual obligations ', '\n\n3. For its contractual commitments the hotel shall be answerable with prudent care and vigilance ', ' The client does not possess any right ', ' to claim recompense for harm or loss ', ' This exemption does not pertain to physical injury ', ' damage to life or well-being ', ' in instances where the hotel is culpable ', ' other damages arising from deliberate or gross negligence ', ' of the hotel ', ' and damages resulting from intentional or negligent infringement ', ' of contractual commitments ', '\n\n4. The hotel assumes responsibility with diligent prudence for its contractual stipulations ', ' The client has no entitlement ', ' to claim redress or compensation ', ' This does not apply to harm caused by physical injury ', ' damage to life or health ', ' if the hotel is culpable in the breach of duty ', ' other damages founded on deliberate or gross dereliction ', ' of duty by the hotel ', ' and damages arising from intentional or negligent infringement ', ' of contractual commitments ', '\n\n5. The establishment shall be accountable with due care ', ' for its contractual undertakings ', ' The client has no entitlement to seek remuneration ', ' This exemption does not pertain to physical harm ', ' damage to life or well-being ', ' if the establishment is culpable ', ' other damages arising from deliberate or gross dereliction ', ' of duty by the hotel ', ' and damages ensuing from intentional or negligent contravention ', ' of contractual obligations ', '\n\n6. For its contractual commitments the hotel shall assume responsibility with diligent prudence ', ' The client does not possess any right to claim compensation ', ' This exemption does not apply to harm caused by physical injury ', ' damage to life or health ', ' if the establishment is accountable for failure to uphold a duty ', ' other damages arising from deliberate or gross dereliction ', ' of duty by the hotel ', ' and damages founded on intentional or negligent infringement ', ' of contractual obligations ', '\n\n7. The establishment assumes responsibility with prudent care and vigilance ', ' for its contractual stipulations ', ' The client has no entitlement to claim compensation ', ' This does not pertain to physical injury ', ' damage to life or well-being ', ' if the establishment is culpable ', ' other damages arising from deliberate or gross dereliction of duty ', ' by the hotel ', ' and damages resulting from intentional or negligent contravention ', ' of contractual commitments ', '\n\n8. With diligent prudence the hotel shall be accountable for its contractual undertakings ', ' The client does not possess any right to claim remuneration ', ' This exemption does not apply to harm caused by physical injury ', ' damage to life or health ', ' if the establishment is culpable in the breach of duty ', ' other damages founded on deliberate or gross dereliction of duty ', ' by the hotel ', ' and damages ensuing from intentional or negligent contravention ', ' of contractual commitments ', '\n\n9. The establishment shall be answerable with prudent care and diligence ', ' for its contractual stipulations ', ' The client has no entitlement to claim redress or compensation ', ' This does not pertain to physical harm ', ' damage to life or well-being ', ' if the establishment is culpable in the breach of duty ', ' other damages arising from deliberate or gross dereliction of duty ', ' by the hotel ', ' and damages founded on intentional or negligent infringement ', ' of contractual commitments ', '\n\n10. The hotel assumes responsibility with prudent care and vigilance ', ' for its contractual undertakings ', ' The client does not possess any right to claim compensation ', ' This exemption does not apply to harm caused by physical injury ', ' damage to life or health ', ' if the establishment is accountable for failure to uphold a duty ', ' other damages arising from deliberate or gross dereliction of duty ', ' by the hotel ', ' and damages resulting from intentional or negligent contravention ', ' of contractual obligations ', '']",25,16,"[' How does a patron qualify for monetary damages from the lodging establishment ', ' In what situations may a customer receive financial remuneration from the hotel ', ' What are the criteria for a traveler to seek compensation from the resort ', ' Can a visitor claim monetary restitution from the hotel in specific circumstances ', ' When can a client be eligible for reimbursement from the hotel ', ' Under what conditions does a guest have the right to receive monetary damages from the lodging facility ', ' In what situations is a customer entitled to financial remuneration from the accommodation provider ', ' What are the grounds on which a patron may seek compensation from the hotel ', '']"
