,question,answer,question_index,answer_index,document_index
71," What should you hang on the outside of your room door if you wish not to be disturbed? 
","
Immediately notify the Hotel Reception of any abnormal occurrence you notice such as:
suspicious persons in the corridor, repeated telephone calls from unidentified persons, knocks
on your room door from persons unknown to you, or not finding anyone at the door when you
go to open it.
If you forget or lose your key, only the Reception staff is authorised to provide you with a
new key to open your room.
Do not be annoyed if you are asked at Reception to identify yourself when requesting a new
key, it is for your security.
When socialising with strangers, do not reveal the name of the establishment or your room
number.
Never allow people into your room with unsolicited deliveries.
Never discuss specific plans for future excursions, outings, etc., in public or with strangers.
If you wish to have your room serviced, hang the notice ""Please have your room serviced""
on the outside of your room door. If you wish not to be disturbed, hang the notice ""Please do
not disturb"".",C,43,17
72, What should you not discuss in public or with strangers?,"
Immediately notify the Hotel Reception of any abnormal occurrence you notice such as:
suspicious persons in the corridor, repeated telephone calls from unidentified persons, knocks
on your room door from persons unknown to you, or not finding anyone at the door when you
go to open it.
If you forget or lose your key, only the Reception staff is authorised to provide you with a
new key to open your room.
Do not be annoyed if you are asked at Reception to identify yourself when requesting a new
key, it is for your security.
When socialising with strangers, do not reveal the name of the establishment or your room
number.
Never allow people into your room with unsolicited deliveries.
Never discuss specific plans for future excursions, outings, etc., in public or with strangers.
If you wish to have your room serviced, hang the notice ""Please have your room serviced""
on the outside of your room door. If you wish not to be disturbed, hang the notice ""Please do
not disturb"".",C,43,17
73,What should you do if you find damage or an anomaly?,"
If you discover any damage or anomaly, please contact Reception.",O,44,17
74,Is 220 Volts a safe voltage for general household use?,"
The electrical installation in your room is 220 Volts.",O,45,17
75,What are the specific times of day that noise should be avoided?,"
Respect the areas in which the rooms are located during the night and siesta hours, and in
general, avoid making unnecessary noise.",O,46,17
76,"What does ""respecting the furniture"" imply in this context?","
Please use the facilities appropriately, respecting the furniture.
Please respect the opening hours of all the Hotel facilities.",O,47,17
77,What is the purpose of the fire and evacuation drill mentioned in the text?,"
We thank you for your participation in the event that, during your stay in the
establishment, any fire and evacuation drill is carried out.",O,48,17
78,Are the opening hours subject to seasonal adjustments?,"
Some opening hours may change depending on the time of year.",O,49,17
79,Who is the person in charge of the Hotel?,"
In all cases in which doubts or questions arise regarding the operation of our Hotel, you may
contact the Reception staff, where they will resolve them or, failing that, they will contact the
staff authorised to resolve your question or doubt, the Hotel Manager being the person in
charge of the Hotel.",O,50,17
80,What kind of services can be found out about at the hotel reception? ,"
Information on complementary services other than those provided directly by the Hotel.
 Our establishment offers excursions, various services and experiences provided by
companies other than the Hotel operator, which you can find out about at Reception.
This Hotel is not responsible for the services provided by companies other than the
operator of this establishment.",O,51,17
81," 
Are the hotel guests responsible for any issues with the services provided by external companies?","
Information on complementary services other than those provided directly by the Hotel.
 Our establishment offers excursions, various services and experiences provided by
companies other than the Hotel operator, which you can find out about at Reception.
This Hotel is not responsible for the services provided by companies other than the
operator of this establishment.",C,51,17
82,What other services does the hotel provide to its clients?,"
Information on other services provided directly by the Hotel
This Hotel offers the following services to its Clients: Laundry-Dry Cleaner's, Parking or
Garage, Restaurant and Bar.",O,52,17
83,"What are the conditions for the use of services in the room? 
What happens to garments that deteriorate due to their conditions or composition of use? 
Is the parking service available to non-hotel users? 
What is the daily fee for parking a vehicle in the hotel? 
Can a guest occupy more than one parking space when parking their vehicle? 
What are the opening hours of the breakfast buffet? 
Are the restaurant-bar and the breakfast buffet available at the same time?","
The rules for the use of each service are as follows:
In your room you will find information about the conditions of these services, their prices and
timetables for the delivery and return of garments.
This establishment is not responsible for garments that, due to the conditions or composition
of use, shrink, discolour or deteriorate.
This service is available exclusively for Hotel users and subject to the availability of parking
spaces.
This service is subject to the payment of a single daily fee per parked vehicle, amounting to €
25.00 per day, VAT included.
When parking the vehicle, only one parking space must be occupied.
The breakfast buffet is open from 07:30 am to 10:30 am for breakfast.
The opening hours of the restaurant-bar are:
Lunch:
From 13:00 hours to 16:00 hours.  Dinner:
From 20:00 hours to 23:00 hours.",O,53,17
84,What are the room service hours at this hotel? ,"
The times indicated may be modified for reasons of occupancy and service.
Room service hours are from 07:30 hours to 23:00 hours.
This service has an increase of 20% on the prices of the menu itself.
It is not allowed to take out food from the breakfast buffet.
Information to users about the facilities or services that pose a risk and the safety measures
adopted in this respect.
Safety of facilities and services.
All the facilities or services of our Hotel are equipped with measures that favour or
guarantee their safety at all times.",O,54,17
85," 
What is the percentage increase in prices for the room service menu? ","
The times indicated may be modified for reasons of occupancy and service.
Room service hours are from 07:30 hours to 23:00 hours.
This service has an increase of 20% on the prices of the menu itself.
It is not allowed to take out food from the breakfast buffet.
Information to users about the facilities or services that pose a risk and the safety measures
adopted in this respect.
Safety of facilities and services.
All the facilities or services of our Hotel are equipped with measures that favour or
guarantee their safety at all times.",C,54,17
86," 
Is it allowed to take out food from the breakfast buffet? ","
The times indicated may be modified for reasons of occupancy and service.
Room service hours are from 07:30 hours to 23:00 hours.
This service has an increase of 20% on the prices of the menu itself.
It is not allowed to take out food from the breakfast buffet.
Information to users about the facilities or services that pose a risk and the safety measures
adopted in this respect.
Safety of facilities and services.
All the facilities or services of our Hotel are equipped with measures that favour or
guarantee their safety at all times.",C,54,17
87," 
What type of information is provided to users about the safety of facilities and services? ","
The times indicated may be modified for reasons of occupancy and service.
Room service hours are from 07:30 hours to 23:00 hours.
This service has an increase of 20% on the prices of the menu itself.
It is not allowed to take out food from the breakfast buffet.
Information to users about the facilities or services that pose a risk and the safety measures
adopted in this respect.
Safety of facilities and services.
All the facilities or services of our Hotel are equipped with measures that favour or
guarantee their safety at all times.",C,54,17
88," 
What measures are in place to guarantee the safety of facilities and services at this hotel? ","
The times indicated may be modified for reasons of occupancy and service.
Room service hours are from 07:30 hours to 23:00 hours.
This service has an increase of 20% on the prices of the menu itself.
It is not allowed to take out food from the breakfast buffet.
Information to users about the facilities or services that pose a risk and the safety measures
adopted in this respect.
Safety of facilities and services.
All the facilities or services of our Hotel are equipped with measures that favour or
guarantee their safety at all times.",C,54,17
89," 
Are all hotel facilities and services equipped with safety measures?","
The times indicated may be modified for reasons of occupancy and service.
Room service hours are from 07:30 hours to 23:00 hours.
This service has an increase of 20% on the prices of the menu itself.
It is not allowed to take out food from the breakfast buffet.
Information to users about the facilities or services that pose a risk and the safety measures
adopted in this respect.
Safety of facilities and services.
All the facilities or services of our Hotel are equipped with measures that favour or
guarantee their safety at all times.",C,54,17
90,What is the purpose of contacting Reception according to the text?,"
However, if you consider that the use of any facility or service may pose any risk to your
health or physical integrity, please contact Reception and inform and dispel any questions you
may have in this regard.",O,55,17
91,What is the primary purpose of establishing protocols for action in emergency situations?,"
Protocols for action in the event of emergencies or health crises.",O,56,17
92,How will the hotel authorities inform clients of an emergency or health crisis situation?,"
In the event that the Authorities declare an emergency or health crisis situation that
affects the normal running of our Hotel, this will be announced on our web page so that, as a
Client, you are aware of the measures to be adopted and comply with them.",O,57,17
93,What are the consequences for a client who fails to comply with measures during an emergency or health crisis?,"
The Client who, in a situation of emergency or health crisis declared by the Authorities,
fails to comply with the measures, obligatory or recommended, that have been adopted in this
Establishment may cause the immediate termination of their accommodation contract; their
stay being cancelled without the right to any refund, and with notice to the competent
Authority.",O,58,17
