,question,answer,question_index,answer_reformulate,answer_index,document_index,question_reformulate
22,What is the purpose of using hydroalcoholic gel at the specified locations?,"
 The use of hydroalcoholic gel is compulsory at the entrance to the Hotel,
the restaurant, bars, swimming pool and toilets.",22,"[""\nSanitizing hand gel is a requirement for entry into the hotel's social spaces, including bars and restaurants.\nHand disinfectant application is obligatory at poolside and toilet facilities.""]",13,15,"[' \nTo what end are hydroalcoholic gels being used at these specific sites? ', ' \nFor what reason are people applying hydroalcoholic gel at particular areas? ', ' \nWhy is hydroalcoholic gel being distributed in such locations? ', "" \nWhat's the intention behind using hydroalcoholic gel at designated spots? "", ' \nIn what manner does the use of hydroalcoholic gel benefit in those specific areas? ', ' \nHow does the application of hydroalcoholic gel serve a purpose in these contexts? ', ' \nFor what intended outcome are hydroalcoholic gels being employed at certain locations? ', "" \nWhat's the ultimate goal behind the use of hydroalcoholic gel at specified points? "", ' \nTo which end do people utilize hydroalcoholic gel at specific areas, supposedly to disinfect them?']"
23,What are the common areas where frequent hand washing/disinfecting is recommended?,"
  You must practice the basic hygiene rules in prevention of COVID-19:
Frequent hand washing / disinfecting, particularly when accessing
common areas (restaurant, toilets, swimming pool...).",23,"[' frequently clean your hands ', ' scrub your hands thoroughly ', ' follow proper hand hygiene ', ' disinfect your hands ', ' practice good handwashing ', ' keep your hands germ-free ', ' wash and disinfect ', ' maintain excellent personal hygiene ', ' adhere to strict hand-sanitizing protocols']",14,15,[]
24,What is the purpose of washing hands after coughing or sneezing?,"
Use the inside of the elbow to cover your mouth / nose when
coughing or sneezing, or use disposable tissues and wash your
hands afterward.",24,"[' Use a disposable cloth to wipe your mouth ', "" Wipe your nose with your inner elbow's curve "", ' Utilize disposable tissues for coughing and sneeze ', ' Cleanse your hands after using tissues ', ' When you sneeze, use the crease of your elbow as a cover ', ' Dispose of used tissues and wash your hands ', ' Cover your mouth with the crook of your arm when you cough ', ' Use an elastic tissue to clean yourself ', "" Employ your arm's flexure as a nose and mouth guard""]",15,15,"['\nWhy must one clean their hands after a sneeze or cough?\nThe significance of personal hand sanitization after a hacking fit ', '\nPurpose of personal hand cleaning after an explosive expulsion of mucus ', '\nWhy scrubbing hands is crucial in the wake of a violent expulsive burst ', ""\nWhat's the reasoning behind washing hands after an involuntary emission "", '\nPersonal hygiene protocols following an uncontrolled release of bodily fluids ', '\nImportance of hand cleansing after an unanticipated air-borne transmission ', '\nWhy does one need to cleanse their hands following an unexpected expulsion?']"
25,What is the primary reason for avoiding physical contact in public spaces? ,"
Avoid touching your mouth, nose or eyes in public spaces.
  Respect the social distance with people outside your family:
Avoid greetings that involve physical contact (hugs, kisses...), both
to staff and to other clients.",25,"[' Avoid touching your face in crowded areas ', "" Don't come close to strangers "", ' Refrain from shaking hands or giving high-fives ', ' Keep a healthy distance from others ', ' Mind your manners, stay apart ', ' Physical contact is out of bounds in public spaces ', ' Be considerate, keep space between you and others ', ' Social distancing is the new norm ', ' Stay at least a few feet away from people outside your household']",16,15,"['\nWhat fuels the trend of people standing farther apart than usual in urban environments?\nThe root cause of physical detachment in everyday life ', ""\nSocial norms and physical proximity: where does the boundary lie?\nPublic etiquette dictates we keep our distance; what's the underlying rationale? "", '\nIn crowded spaces, what motivates us to prioritize our own bubble?\nWhy do many find it uncomfortable to be too close to others in public settings ', '\nThe cultural significance of maintaining a safe personal space in everyday life']"
26," 
How can social distancing be effectively maintained in public spaces?","
Avoid touching your mouth, nose or eyes in public spaces.
  Respect the social distance with people outside your family:
Avoid greetings that involve physical contact (hugs, kisses...), both
to staff and to other clients.",26,"[' Avoid touching your face in crowded areas ', "" Don't come close to strangers "", ' Refrain from shaking hands or giving high-fives ', ' Keep a healthy distance from others ', ' Mind your manners, stay apart ', ' Physical contact is out of bounds in public spaces ', ' Be considerate, keep space between you and others ', ' Social distancing is the new norm ', ' Stay at least a few feet away from people outside your household']",16,15,"['\nHow to ensure a safe distance between individuals in crowded places ', '\nCan protocols be established to keep people apart in shared environments ', '\nWhat strategies allow for adequate space between individuals in populated zones ', '\nHow do we maintain sufficient room between individuals in public areas ', '\nCan guidelines be developed to ensure a healthy physical separation in communal settings ', '\nWhat approaches enable the preservation of a safe distance among individuals in crowded areas ', '\nHow can protocols be created to keep people at a comfortable distance in shared spaces ', '\nCan methods be implemented to ensure an acceptable level of personal space in public environments ', '\nHow do we establish and enforce standards for maintaining physical separation in communal zones?']"
27,What is the main topic of this text?,"
Respect the capacity established in common areas.",27,"['\nUse common areas moderately ', '\nKeep a moderate presence in communal spaces ', '\nShared spaces require thoughtful usage ', '\nAvoid overcrowding in public areas ', '\nBe considerate of space in community areas ', '\nPublic places demand restrained use ', '\nCommon areas should be used judiciously ', '\nRespect the size of shared facilities ', '\nManage your space in collective areas ', '']",17,15,[]
28,What are some examples of rules that may be found on the hotel's signs?,"
Respect timetables, traffic flows and other rules that you will find
on the hotel's signs.",28,"[' adhere to guidelines displayed on hotel signage ', ' follow schedules and directives clearly marked on signs throughout the establishment ', ' observe and respect posted traffic regulations ', ' heed the warnings and instructions listed on hotel signs ', ' comply with posted schedules and rules ', ' observe hotel signs that detail local traffic patterns and timetables ', ' pay attention to signs that outline hotel-specific rules and guidelines ', ' adhere to hotel notices regarding traffic flow and schedules ', ' follow rules and directions printed on hotel signs ', ' respect and observe hotel signage indicating local traffic regulations.']",18,15,"[' \nWhat do typical hotel guest conduct regulations cover? ', ' \nSome hotel rules to observe during your stay ', ' \nExamples of hotel rules or policies ', ' \nCan you provide instances of standardised hotel house rules? ', ' \nTypical examples of hotel policy notices ', ' \nDo hotels post guest behaviour guidelines in the lobby? ', ' \nHotel guest etiquette rules and regulations ', ' \nExamples of common hotel sign-posted regulations ', ' \nSome hotel guest conduct expectations ', ' \nHotel visitor courtesy code ', '']"
29,What are the areas in the hotel where shifts may be established?,"
In the case that the Hotel has to establish shifts in the Restaurant,
Swimming Pool and/or Dacing Lounge, you must respect them at
all times.",29,"[' If shift arrangements are put into place by the hotel in the dining hall, aquatic zone, or night club, they must be observed diligently ', ' In case the hotel determines that shifts need to be scheduled in the restaurant, pool area, and/or dance lounge, it is essential to respect these times ', ' Whenever the hotel decides to implement a shift system in the eatery, swimming pool, and/or discotheque, punctuality is crucial ', ' When the hotel requires employees to work rotating shifts in the dining room, pool, or nightclub, adherence to these schedules is vital ', "" In situations where the hotel needs to have staff on rotation for the restaurant, pool area, and/or night club, it's imperative to stick to the established schedule "", ' Whenever a shift system is implemented by the hotel in the dining hall, aquatic zone, or dance lounge, you must respect their timings at all times ', ' If the hotel schedules rotating shifts for employees working in the eatery, swimming pool, and/or nightclub, these schedules must be respected ', ' In cases where the hotel needs to establish a schedule for staff rotations in the restaurant, pool area, and/or night club, it is necessary to adhere to this arrangement ', ' When the hotel decides to put in place shift arrangements in the dining hall, aquatic zone, or night club, you are expected to respect these schedules consistently']",19,15,"[' Which sections within the establishment could see time slot adjustments ', ' In what zones of the lodging might shifts be initiated ', ' Which regions inside the accommodation might have work schedule alterations ', ' Where within the building might shifts be set up ', ' What departments in the hotel could see staff scheduling changes ', ' In which areas of the hotel might rotations be implemented ', ' What sections within the establishment might have personnel rotations ', ' Which spaces inside the hotel might require staffing adjustments ', ' What zones of the lodging might have personnel time slot modifications']"
30,What types of payment methods are recommended in hotel outlets?,"
 In the different hotel outlets, it is recommended to pay by credit card or
to charge the cost to the room.",30,"[' to utilize a credit account for payment purposes or ', ' have the expenses added to your lodging bill ', "" it's advisable to settle the bill using a credit facility or "", ' to put the costs on your room tab ', ' hotel guests are recommended ', ' to pay with a bank card or ', ' charge everything to their room ', ' in most hotels, it is compulsory ', ' to use a credit card for payment or ', ' add the expenses to your accommodation account ', ' at many establishments, patrons are asked ', ' to settle the bill using a credit instrument or ', ' have all costs billed to their hotel room']",20,15,"[""\nHow should travelers pay for goods and services at a hotel's on-site restaurant "", '\nWhat forms of payment are most widely accepted by hotels ', '\nWhat options do consumers have when it comes to paying for items at a hotel café ', '\nWhich types of card or digital payments are most commonly used in hotels ', '\nCan clients use their preferred payment method at the hotel bar ', '\nHow can customers settle their account during checkout at a hotel restaurant ', '\nAre there any restrictions on using specific types of credit cards in hotel outlets ', ""\nWhat happens if a customer's preferred method of payment is not available at a hotel outlet "", '\nIn what ways do hotels typically facilitate transactions for guests ', '']"
31,Why is the gym being closed as a preventive measure?,"
  The gym will remain closed for the time being as a preventive measure.",31,"['\nThe exercise facility has been temporarily shut down to prevent the spread of something.\n \n', '\nAs a preventative step, we have decided to keep the workout space locked up tight for now.\n \n', '\nFor health and safety concerns, the place where people go to exercise has been closed down until further notice.\n \n', '\nDue to some unforeseen circumstances, the gym will be closed indefinitely as a precautionary measure.\n \n', '\nThe recreation center is currently off-limits due to a proactive decision made by management.\n \n', '\nWe have taken the necessary precautions and have therefore temporarily locked up the exercise room.\n \n', '\nFor the time being, we have put on hold all activities at the athletic club out of an abundance of caution.\n \n', '\nDue to some unexpected developments, the health club will be closed for a while longer as a safety precaution.\n \n', '\nOut of an overabundance of caution, the exercise facility has been temporarily suspended until further notice.']",21,15,"[' The sports club will be temporarily closed for safety reasons ', ' The recreational facility is being shut down to prevent potential outbreaks ', ' The public recreation area will be closed as a precautionary measure ', "" The community centre's closure is due to potential risks "", ' The municipal recreation space will be shuttered as an extra caution ', ' The wellness facility is being closed to avoid possible hazards ', ' The athletic complex is being shut down for public safety ', ' The city recreation area will be closed to prevent potential harm ', ' The town leisure centre will be closed to mitigate potential threats']"
32,What are the two groups of people required to stay in self-isolation according to the text?,"
Lastly, the guest must comply with the rules when detecting symptoms compatible with
the COVID-19 disease, where the first step is the obligation to remain in self-isolation
(affected person and people living together) during the length of the symptoms and
immediately inform the Front Desk team to undergo a medical evaluation.",32,"[' self-isolation during symptom duration ', ' while simultaneously notifying the front desk staff ', ' reception team ', ' management for medical screening ', ' examination.\n\n**2** Guests are required to abide by the guidelines when displaying symptoms suggestive of COVID-19 ', ' the initial step ', ' mandatory isolation ', ' quarantine protocol ', ' self-confinement, accompanied by immediate notification ', ' contact with the front desk ', ' hospitality staff ', ' hotel management for a medical evaluation ', ' check-up.\n\n**3** When experiencing manifestations similar to those associated with COVID-19, the visitor is obligated ', ' compelled ', ' required to comply with the rules ', ' regulations ', ' protocols, which commence ', ' begin ', ' start with mandatory self-isolation ', ' quarantine ', ' during symptom duration ', ' while simultaneously notifying ', ' informing the front desk team ', ' hospitality staff ', ' hotel management for a medical evaluation ', ' examination.\n\n**4** The guest must conform to ', ' abide by ', ' adhere to the guidelines when displaying symptoms consistent ', ' compatible ', ' reminiscent of COVID-19, whereupon ', ' consequently ', ' subsequently the first step ', ' initial requirement is mandatory self-isolation ', ' quarantine during symptom duration ', ' accompanied by immediate notification ', ' informing the front desk team ', ' hospitality staff ', ' hotel management for a medical evaluation ', ' check-up.\n\n**5** Upon detecting symptoms ', ' manifestations suggestive ', ' consistent with COVID-19, the guest must comply ', ' adhere to ', ' abide by the rules ', ' regulations ', ' protocols, which necessitate ', ' require ', ' mandate self-isolation ', ' quarantine during symptom duration ', ' while simultaneously notifying ', ' informing the front desk team ', ' hospitality staff ', ' hotel management for a medical evaluation ', ' examination.\n\n**6** When signs ', ' symptoms compatible with COVID-19 are detected ', ' observed ', ' noted, the visitor is obligated ', ' required ', ' compelled to adhere ', ' abide by the guidelines ', ' rules, which commence ', ' begin ', ' start with mandatory self-isolation ', ' quarantine during symptom duration ', ' accompanied by immediate notification ', ' informing the front desk team ', ' hospitality staff ', ' hotel management for a medical evaluation ', ' check-up.\n\n**7** Guests are required ', ' obligated ', ' compelled to comply ', ' adhere to ', ' abide by the regulations ', ' guidelines when displaying symptoms suggestive ', ' reminiscent of COVID-19, whereupon ', ' consequently ', ' subsequently the initial step ', ' first requirement is mandatory self-isolation ', ' quarantine during symptom duration ', ' while simultaneously notifying ', ' informing the front desk team ', ' hospitality staff ', ' hotel management for a medical evaluation ', ' examination.\n\n**8** The visitor must adhere ', ' comply ', ' abide by the rules ', ' guidelines when symptoms ', ' manifestations consistent with COVID-19 are detected ', ' observed ', ' noted, which necessitate ', ' require ', ' mandate self-isolation ', ' quarantine during symptom duration ', ' accompanied by immediate notification ', ' informing the front desk team ', ' hospitality staff ', ' hotel management for a medical evaluation ', ' check-up.\n\n**9** When symptoms ', ' signs compatible with COVID-19 are detected ', ' observed ', ' noted, the guest is required ', ' obligated ', ' compelled to adhere ', ' abide by ', ' comply with the rules ', ' regulations ', ' protocols, which commence ', ' begin ', ' start with mandatory self-isolation ', ' quarantine during symptom duration ', ' while simultaneously notifying ', ' informing the front desk team ', ' hospitality staff ', ' hotel management for a medical evaluation ', ' examination.\n\n**10** Guests are required ', ' obligated ', ' compelled to abide ', ' adhere to ', ' comply with the guidelines ', ' rules when symptoms ', ' manifestations suggestive ', ' consistent with COVID-19 are detected ', ' observed ', ' noted, whereupon ', ' consequently ', ' subsequently the first step ', ' initial requirement is mandatory self-isolation ', ' quarantine during symptom duration ', ' accompanied by immediate notification ', ' informing the front desk team ', ' hospitality staff ', ' hotel management for a medical evaluation ', ' check-up.']",22,15,"[' Individuals who have had close contact with someone diagnosed with COVID-19 ', ' Those returning from a country where there is a high risk of COVID-19 ', ' People who have been advised by the NHS to self-isolate ', ' Contact cases ', ' Returnees ', ' Positive cases ', ' Affected individuals ', ' Isolated persons ', ' Quarantined people ', ' Individuals in isolation']"
33,What is the number to call for COVID-19 in the Valencian region?,"
The emergency telephone numbers are:
Emergency ambulance (Public): 0034 112
Emergency ambulance from IMED Levante Hospital (Private): 0034 900 22 33 44
Emergency ambulance from Clínica Benidorm (Private): 0034 900 38 00 88
Marina Baixa Hospital, Villajoyosa (Public): 0034 966 907 200Rincón de Loix Health Center (Public): 0034 966 816 350
COVID-19 Valencian Telephone: 0034 900 300 500
Benidorm Local Police Station: 0034 092
National Police Station: 0034 091",33,"[' \nAmbulance emergencies (public): 0034 112 \nPrivate ambulance service from IMED Levante Hospital: 0034 900 22 33 44 \nPrivate ambulance service from Clínica Benidorm: 0034 900 38 00 88 \nMarina Baixa Hospital, Villajoyosa public number: 0034 966 907 200Rincón de Loix Public Health Center phone: 0034 966 816 350 \nCOVID-19 Helpline for the Valencian Community: 0034 900 300 500 \nBenidorm local police station contact number: 0034 092 \nNational police headquarters: 0034 091 \n\nEmergency services and their numbers ', ' \n112 - Public ambulance emergency call \n0034 900 22 33 44 – Private ambulance service from IMED Levante Hospital \n0034 900 38 00 88 - Private ambulance service from Clínica Benidorm \n0034 966 907 200 - Marina Baixa Hospital, Villajoyosa public contact number \n0034 966 816 350 – Rincón de Loix Public Health Center phone line \n0034 900 300 500 – COVID-19 Helpline for the Valencian Community \n0034 092 - Benidorm local police station contact number \n0034 091 - National police headquarters \n\nUrgent care and emergency services contacts ', ' \n0034 112: Public ambulance emergencies \n0034 900 22 33 44 – Private ambulance service from IMED Levante Hospital \n0034 900 38 00 88 - Private ambulance service from Clínica Benidorm \n0034 966 907 200 – Marina Baixa Hospital, Villajoyosa public contact number \n0034 966 816 350 - Rincón de Loix Public Health Center phone line \n0034 900 300 500: COVID-19 Helpline for the Valencian Community \n0034 092 - Benidorm local police station contact number \n0034 091 - National police headquarters \n\nPublic and private emergency services numbers ', ' \n0034 112 – Public ambulance emergencies \n0034 900 22 33 44 – Private ambulance service from IMED Levante Hospital \n0034 900 38 00 88: Private ambulance service from Clínica Benidorm \n0034 966 907 200 - Marina Baixa Hospital, Villajoyosa public number \n0034 966 816 350 - Rincón de Loix Public Health Center phone line \n0034 900 300 500 – COVID-19 Helpline for the Valencian Community \n0034 092: Benidorm local police station contact number \n0034 091 - National police headquarters \n\nContact information for emergency services ', ' \nEmergency ambulance (public): 0034 112 \nPrivate ambulances: IMED Levante Hospital 0034 900 22 33 44, Clínica Benidorm 0034 900 38 00 88 \nMarina Baixa Hospital, Villajoyosa public contact number: 0034 966 907 200 \nRincón de Loix Public Health Center phone line: 0034 966 816 350 \nCOVID-19 Helpline for the Valencian Community: 0034 900 300 500 \nBenidorm local police station: 0034 092 \nNational police headquarters: 0034 091']",23,15,"['\nHow can I reach a healthcare professional for advice on coronavirus symptoms in the Valencian region?\nTelephone number for COVID-19 consultations in Valencia, please ', '\nWhich local health authority should I contact regarding my concern of getting infected with COVID-19 in Valencia?\nWhat is the phone number to report potential cases of coronavirus in Valencia or its surrounding areas?\nWhere do I call if I have COVID-19 related queries and live in Valencia region ', ""\nHow do I reach a healthcare centre for consultation about suspected COVID-19 case in Valencian area?\nValencia region's health emergency phone number what is it "", '\nWhat local authority provides information on self-isolation procedures due to COVID-19 cases in the area?']"
34,What is the main goal of the Hotel's employees regarding awareness and good practices? ,"
At all times, the Hotel and its employees will transmit messages of awareness and good
practices, inform about the measures being carried out, and request their maximum
collaboration for the fulfillment of these. In addition:
All our employees are qualified and receive specific continuous training on
the new procedures and protocols of work with the measures to be
implemented in each area.
We ensure their adequate protection at all times, providing time and
means to carry out all the prevention and disinfection measures
established in our protocols.
Disinfection practices and controls are applied upon arrival at the
establishment, such as temperature taking.
They have the individual protection material corresponding to their work
station, the use of which is obligatory and they are trained in its correct
use.
An exhaustive control of all the obligatory prevention requirements
established for our suppliers is carried out.",34,"[' The Hotel and its staff will communicate messages of vigilance and good practices ', ' At all times, we at the Hotel and our employees will send messages about awareness and good behavior ', ' All the time ', ' Our hotel and its team always convey messages about safety and responsible actions ', "" We are constantly conveying messages about what's safe and right "", ' The Hotel and its staff will communicate information about necessary measures ', ' In every instant ', ' Always ', ' \n\nAll our staff members are certified professionals who receive ongoing training on new procedures and protocols ', ' All of our employees have the required qualifications and participate in continuous education regarding updated work guidelines ', ' Our team consists of highly skilled personnel, all of whom regularly attend training sessions to learn about fresh procedures and protocol updates ', "" The hotel's workforce is comprised of qualified individuals who are trained continuously on up-to-date operational methods and protocols "", ' Every single member of our staff is a certified professional who attends ongoing workshops and seminars in order to master the latest work techniques ', ' Our entire team consists of highly experienced personnel, all of whom have been thoroughly instructed about new processes and safety procedures ', ' Each one of our employees has received certification and participates in regular training sessions where they learn the most recent methods for conducting their jobs ', ' Our workers are certified professionals who undergo constant education to improve their understanding of the latest work practices and guidelines ', ' The entire team of people working at the hotel have all undergone special instruction so that they can stay up-to-date with the latest operational procedures ', '']",24,15,"[' How do hotels staff members aim to promote mindfulness among guests ', ' What exactly do hotels workers wish to accomplish through raising consciousness and proper behaviors ', ' What drives hotels staff to implement good practices and raise awareness ', ' What is the ultimate target that hotels employees seek to attain via spreading knowledge and good habits ', ' What are the major aims of hotels staff concerning improving environmental and social conduct ', ' To what extent do hotel employees prioritize raising awareness among their patrons ', ' How might hotels staff members optimize their efforts to promote environmentally conscious and socially responsible actions ', "" In what way would the Hotel's employees contribute towards fostering a culture where sustainability becomes an integral part of the overall experience "", ' What should hotel workers be striving for when it comes to making guests more aware of and invested in best practices']"
35," 
What type of training do the Hotel's employees receive to work with new procedures and protocols? ","
At all times, the Hotel and its employees will transmit messages of awareness and good
practices, inform about the measures being carried out, and request their maximum
collaboration for the fulfillment of these. In addition:
All our employees are qualified and receive specific continuous training on
the new procedures and protocols of work with the measures to be
implemented in each area.
We ensure their adequate protection at all times, providing time and
means to carry out all the prevention and disinfection measures
established in our protocols.
Disinfection practices and controls are applied upon arrival at the
establishment, such as temperature taking.
They have the individual protection material corresponding to their work
station, the use of which is obligatory and they are trained in its correct
use.
An exhaustive control of all the obligatory prevention requirements
established for our suppliers is carried out.",35,"[' The Hotel and its staff will communicate messages of vigilance and good practices ', ' At all times, we at the Hotel and our employees will send messages about awareness and good behavior ', ' All the time ', ' Our hotel and its team always convey messages about safety and responsible actions ', "" We are constantly conveying messages about what's safe and right "", ' The Hotel and its staff will communicate information about necessary measures ', ' In every instant ', ' Always ', ' \n\nAll our staff members are certified professionals who receive ongoing training on new procedures and protocols ', ' All of our employees have the required qualifications and participate in continuous education regarding updated work guidelines ', ' Our team consists of highly skilled personnel, all of whom regularly attend training sessions to learn about fresh procedures and protocol updates ', "" The hotel's workforce is comprised of qualified individuals who are trained continuously on up-to-date operational methods and protocols "", ' Every single member of our staff is a certified professional who attends ongoing workshops and seminars in order to master the latest work techniques ', ' Our entire team consists of highly experienced personnel, all of whom have been thoroughly instructed about new processes and safety procedures ', ' Each one of our employees has received certification and participates in regular training sessions where they learn the most recent methods for conducting their jobs ', ' Our workers are certified professionals who undergo constant education to improve their understanding of the latest work practices and guidelines ', ' The entire team of people working at the hotel have all undergone special instruction so that they can stay up-to-date with the latest operational procedures ', '']",24,15,"['\nThe personnel at the Hotels are taught how to ', '\nEmployees of the establishment learn about ', '\nTraining for staff in the lodging industry focuses on ', '\nHotel staff undergo education to handle ', ""\nThe hotel's human resources department provides training "", '\nHotel employees participate in workshops to learn new procedures ', '\nStaff members receive instruction on how to use ', '\nNew protocols and procedures are taught to hotel workers ', '\nEmployees of Hotels attend seminars to learn about ', '']"
36," 
What measures does the Hotel take to ensure the protection of its employees? ","
At all times, the Hotel and its employees will transmit messages of awareness and good
practices, inform about the measures being carried out, and request their maximum
collaboration for the fulfillment of these. In addition:
All our employees are qualified and receive specific continuous training on
the new procedures and protocols of work with the measures to be
implemented in each area.
We ensure their adequate protection at all times, providing time and
means to carry out all the prevention and disinfection measures
established in our protocols.
Disinfection practices and controls are applied upon arrival at the
establishment, such as temperature taking.
They have the individual protection material corresponding to their work
station, the use of which is obligatory and they are trained in its correct
use.
An exhaustive control of all the obligatory prevention requirements
established for our suppliers is carried out.",36,"[' The Hotel and its staff will communicate messages of vigilance and good practices ', ' At all times, we at the Hotel and our employees will send messages about awareness and good behavior ', ' All the time ', ' Our hotel and its team always convey messages about safety and responsible actions ', "" We are constantly conveying messages about what's safe and right "", ' The Hotel and its staff will communicate information about necessary measures ', ' In every instant ', ' Always ', ' \n\nAll our staff members are certified professionals who receive ongoing training on new procedures and protocols ', ' All of our employees have the required qualifications and participate in continuous education regarding updated work guidelines ', ' Our team consists of highly skilled personnel, all of whom regularly attend training sessions to learn about fresh procedures and protocol updates ', "" The hotel's workforce is comprised of qualified individuals who are trained continuously on up-to-date operational methods and protocols "", ' Every single member of our staff is a certified professional who attends ongoing workshops and seminars in order to master the latest work techniques ', ' Our entire team consists of highly experienced personnel, all of whom have been thoroughly instructed about new processes and safety procedures ', ' Each one of our employees has received certification and participates in regular training sessions where they learn the most recent methods for conducting their jobs ', ' Our workers are certified professionals who undergo constant education to improve their understanding of the latest work practices and guidelines ', ' The entire team of people working at the hotel have all undergone special instruction so that they can stay up-to-date with the latest operational procedures ', '']",24,15,"[' What protocols are employed by the Hotel to safeguard its personnel?\n\n', ' To what extent does the Hotel prioritize employee welfare?\n\n', ' How does the Hotel secure its workforce from potential harm?\n\n', ' What provisions has the Hotel made for employee well-being?\n\n', "" Can you provide insight into the Hotel's approach to protecting its employees?\n\n"", ' In what ways does the Hotel demonstrate a commitment to staff safety?\n\n', ' What steps has the Hotel taken to mitigate risks facing its personnel?\n\n', ' How does the Hotel foster a culture of protection and support among its employees?']"
37," 
What disinfection practices are applied when guests arrive at the establishment? ","
At all times, the Hotel and its employees will transmit messages of awareness and good
practices, inform about the measures being carried out, and request their maximum
collaboration for the fulfillment of these. In addition:
All our employees are qualified and receive specific continuous training on
the new procedures and protocols of work with the measures to be
implemented in each area.
We ensure their adequate protection at all times, providing time and
means to carry out all the prevention and disinfection measures
established in our protocols.
Disinfection practices and controls are applied upon arrival at the
establishment, such as temperature taking.
They have the individual protection material corresponding to their work
station, the use of which is obligatory and they are trained in its correct
use.
An exhaustive control of all the obligatory prevention requirements
established for our suppliers is carried out.",37,"[' The Hotel and its staff will communicate messages of vigilance and good practices ', ' At all times, we at the Hotel and our employees will send messages about awareness and good behavior ', ' All the time ', ' Our hotel and its team always convey messages about safety and responsible actions ', "" We are constantly conveying messages about what's safe and right "", ' The Hotel and its staff will communicate information about necessary measures ', ' In every instant ', ' Always ', ' \n\nAll our staff members are certified professionals who receive ongoing training on new procedures and protocols ', ' All of our employees have the required qualifications and participate in continuous education regarding updated work guidelines ', ' Our team consists of highly skilled personnel, all of whom regularly attend training sessions to learn about fresh procedures and protocol updates ', "" The hotel's workforce is comprised of qualified individuals who are trained continuously on up-to-date operational methods and protocols "", ' Every single member of our staff is a certified professional who attends ongoing workshops and seminars in order to master the latest work techniques ', ' Our entire team consists of highly experienced personnel, all of whom have been thoroughly instructed about new processes and safety procedures ', ' Each one of our employees has received certification and participates in regular training sessions where they learn the most recent methods for conducting their jobs ', ' Our workers are certified professionals who undergo constant education to improve their understanding of the latest work practices and guidelines ', ' The entire team of people working at the hotel have all undergone special instruction so that they can stay up-to-date with the latest operational procedures ', '']",24,15,"['\nWhat germ-killing procedures take place upon guest check-in ', '\nHow do establishments ensure cleanliness of facilities for incoming guests ', '\nWhat measures are taken to prevent the spread of illness among hotel visitors ', '\nAt what point in the guest experience does disinfection occur ', '\nWhat cleaning practices are employed to welcome new arrivals ', '\nUpon guest arrival, what methods are used to eliminate germs ', '\nHow do hotels maintain a clean environment for incoming guests ', '\nWhat protocols exist to ensure cleanliness before guest occupation ', '\nWhat processes are put into place to prevent the introduction of illness through guest interaction ', '']"
38," 
How does the Hotel control the prevention requirements for its suppliers?","
At all times, the Hotel and its employees will transmit messages of awareness and good
practices, inform about the measures being carried out, and request their maximum
collaboration for the fulfillment of these. In addition:
All our employees are qualified and receive specific continuous training on
the new procedures and protocols of work with the measures to be
implemented in each area.
We ensure their adequate protection at all times, providing time and
means to carry out all the prevention and disinfection measures
established in our protocols.
Disinfection practices and controls are applied upon arrival at the
establishment, such as temperature taking.
They have the individual protection material corresponding to their work
station, the use of which is obligatory and they are trained in its correct
use.
An exhaustive control of all the obligatory prevention requirements
established for our suppliers is carried out.",38,"[' The Hotel and its staff will communicate messages of vigilance and good practices ', ' At all times, we at the Hotel and our employees will send messages about awareness and good behavior ', ' All the time ', ' Our hotel and its team always convey messages about safety and responsible actions ', "" We are constantly conveying messages about what's safe and right "", ' The Hotel and its staff will communicate information about necessary measures ', ' In every instant ', ' Always ', ' \n\nAll our staff members are certified professionals who receive ongoing training on new procedures and protocols ', ' All of our employees have the required qualifications and participate in continuous education regarding updated work guidelines ', ' Our team consists of highly skilled personnel, all of whom regularly attend training sessions to learn about fresh procedures and protocol updates ', "" The hotel's workforce is comprised of qualified individuals who are trained continuously on up-to-date operational methods and protocols "", ' Every single member of our staff is a certified professional who attends ongoing workshops and seminars in order to master the latest work techniques ', ' Our entire team consists of highly experienced personnel, all of whom have been thoroughly instructed about new processes and safety procedures ', ' Each one of our employees has received certification and participates in regular training sessions where they learn the most recent methods for conducting their jobs ', ' Our workers are certified professionals who undergo constant education to improve their understanding of the latest work practices and guidelines ', ' The entire team of people working at the hotel have all undergone special instruction so that they can stay up-to-date with the latest operational procedures ', '']",24,15,"['\nHow does the Hotel manage to prevent non-compliance among its suppliers ', '\nCan you tell me about the procedures in place at the Hotel to safeguard against supplier-related risks ', '\nWhat measures has the Hotel put in place to guarantee that all suppliers meet essential requirements ', '\nHow does the Hotel verify that its suppliers adhere to necessary standards ', '\nWhat steps has the Hotel taken to ensure that its supply chain meets specified criteria ', '\nCan you inform me about any checks implemented by the Hotel to detect non-compliance among its suppliers ', '\nWhat policies does the Hotel have in place to guarantee supplier compliance with key requirements ', ""\nHow does the Hotel maintain oversight of its suppliers' adherence to critical standards "", '\nWhat mechanisms has the Hotel established to prevent and address supplier-related deficiencies ', '']"
