;question;answer;question_index;answer_reformulate;answer_index;document_index;question_reformulate
21;What type of items are guests advised not to store in their parked car? ;"
 Please follow the guide and instructions provided by the hotel staff.
Do not store valuables or other items in the parked car. Hotel will not be responsible for
any loss or theft during parking.";21;"[' Do not keep valuable belongings or other personal effects inside the vehicle. The hotel cannot assume liability for any losses or thefts that occur while your car is parked ', ' Follow the procedures specified by our staff for a smooth and secure parking experience ', ' Be aware that valuables and personal items left in the vehicle are not protected against loss or theft ', ' Keep valuable possessions at home, as we will not be responsible for any losses during parking ', ' Do not keep cash, jewelry, or other treasured belongings in your parked car. The hotel cannot reimburse you for such losses ', ' Park your vehicle responsibly; do not store valuables inside the car as they may be lost or stolen ', "" Your car is parked at your own risk; we are not liable for any loss of property or theft that occurs while it's here "", ' Keep valuable items and personal effects out of sight; our parking lot cannot protect you from theft or loss ', ' Please note that the hotel will not be responsible for any items left in a parked vehicle, so do not store valuables ', '']";17;8;"[' Perishable products which are frequently stolen from automobiles should be avoided.\n\n', ' Which personal belongings do authorities advise against placing within a parked vehicle?\n\n', ' What categories of items are often pilfered and should therefore not be stored inside a car when left unattended?\n\n', ' Are there certain commodities that drivers should leave at home rather than bringing them along on trips?\n\n', ' For what kinds of goods is it generally advised to take alternative storage arrangements in place of keeping them within the confines of an automobile?\n\n', ' What types of products are often removed from parked cars, prompting authorities to issue warnings about their storage?\n\n', ' Are there any categories of personal property that drivers should avoid storing in their automobiles while they are unattended?\n\n', "" Which items do people usually recommend against keeping in a car when it's left parked for extended periods?\n\n"", ' For what kinds of articles is it advisable to explore other options besides placing them inside an automobile?']"
22;" 
Is the hotel liable for any loss or theft of items stored in the parked car?";"
 Please follow the guide and instructions provided by the hotel staff.
Do not store valuables or other items in the parked car. Hotel will not be responsible for
any loss or theft during parking.";22;"[' Do not keep valuable belongings or other personal effects inside the vehicle. The hotel cannot assume liability for any losses or thefts that occur while your car is parked ', ' Follow the procedures specified by our staff for a smooth and secure parking experience ', ' Be aware that valuables and personal items left in the vehicle are not protected against loss or theft ', ' Keep valuable possessions at home, as we will not be responsible for any losses during parking ', ' Do not keep cash, jewelry, or other treasured belongings in your parked car. The hotel cannot reimburse you for such losses ', ' Park your vehicle responsibly; do not store valuables inside the car as they may be lost or stolen ', "" Your car is parked at your own risk; we are not liable for any loss of property or theft that occurs while it's here "", ' Keep valuable items and personal effects out of sight; our parking lot cannot protect you from theft or loss ', ' Please note that the hotel will not be responsible for any items left in a parked vehicle, so do not store valuables ', '']";17;8;"[""\nAre guests protected if valuables are taken from cars parked at the hotel's parking area? "", '\nCan the hotel be held accountable for stolen goods kept in a car on their property? ', '\nIs there any liability on the part of the hotel for loss or theft from an item stored in a vehicle parked within their grounds? ', '\nDoes the hotel assume responsibility for items left in vehicles that are broken into while parked on site? ', '\nCan hotel staff be held accountable for losses suffered by guests whose items were stolen from parked cars? ', ""\nIs there a policy to protect hotel guests' property against loss or theft when it's stored in their car? "", '\nDoes the hotel have measures in place to prevent and compensate for any theft that occurs from vehicles parked on their premises? ', '\nAre guests entitled to compensation if they suffer losses due to stolen items left in their car while parked at the hotel? ', '\nCan the hotel be sued for failing to provide adequate security against loss or theft of property stored in a vehicle on their grounds?']"
23;What forms of payment are accepted by the hotel?;"
Please note that the hotel staff are not allowed to move the car on behalf of the guest.
Payment will be accepted in cash, travel check, accommodation voucher, credit card, or
any vouchers approved by the hotel.";23;"["" \nFees can be settled via monetary compensation, traveler's checks, lodging coupons, plastic cards, or any other validated by the establishment "", "" \nClients will receive an invoice for the services rendered, payable in cash, traveller's cheques, accommodation tickets, charge plates, or hotel-approved certificates "", ' \nPayment is acceptable through liquid funds, travel warrants, room tickets, bank cards, or hospitality vouchers approved by our staff ', ' \nThe payment method can be monetary funds, traveling checks, lodging coupons, credit slips, or authorized promotional materials ', "" \nClients will receive a bill for the services provided, which can be paid in cash, traveler's cheques, accommodation vouchers, charge plates, or hotel-approved certificates "", ' \nWe accept compensation through local currency, travel warrants, room tickets, bank cards, or hospitality vouchers validated by us ', "" \nThe guest will be responsible for settling their account using monetary funds, traveller's checks, lodging coupons, charge plates, or approved promotional materials "", "" \nPayment is accepted via cash, traveler's cheques, accommodation tickets, credit slips, or any hotel-approved certificates "", ' \nMonetary compensation can be paid through various means including local currency, travel warrants, room tickets, bank cards, or hospitality vouchers validated by us']";18;8;"[' Are there any specific payment methods that the hotel prefers or recognizes? ', ' What forms of monetary exchange does the hotel accommodate during check-in? ', ' Can guests use credit cards for payment at the hotel? ', ' Does the hotel have a preferred method of financial transaction? ', "" What constitutes an accepted form of payment by the hotel's management? "", ' Are there any particular modes of payment that the hotel staff are trained to handle? ', ' In what ways can customers settle their bills with the hotel? ', ' How does the hotel process payments for room stays and other services? ', "" Can guests inquire about the hotel's accepted forms of monetary exchange upon arrival?""]"
24;What happens if a guest is unable to pay the bill upon arrival?;"
Please pay the bill upon arrival or when a request to avail a particular item or service has
been made.";24;"[' Settle your charges immediately upon check-in ', ' Please settle up on your outstanding balance at our front desk ', ' We require payment before providing any services or products ', ' All accounts must be paid in full prior to departure ', ' Payment for goods and services is expected at the time of usage ', "" Your bill will need to be settled as soon as it's presented "", ' Any requests for items or services will incur an immediate charge ', ' Payment terms are strict, with all balances due upon arrival ', ' Settle your account before we can assist you further']";19;8;"['\nHow should establishments proceed with guests who fail to cover their expenses initially? ', ""\nIf someone arrives but doesn't have enough money, what options do they and the establishment have available? "", ""\nWhat happens when a visitor's funds fall short, leading them to be unable to pay the total cost at first? "", '\nIn cases where guests are unable or unwilling to cover their entire bill from the start, how is this typically handled? ', '\nHow does one manage situations in which customers come but lack sufficient financial resources to pay right away? ', '\nWhen a guest cannot meet their financial obligations on time, what steps should be taken by both parties involved? ', '\nWhat procedures are usually followed when guests cannot initially cover the total amount they owe upon arrival? ', ""\nIf visitors don't have enough money with them at the beginning of the transaction, how do these situations generally get resolved? "", '\nHow is it handled if someone arrives without sufficient funds to cover their entire bill, leading to a temporary inability to pay the total?']"
25;What happens if the payment is made on time, but the booked name is different from the staying guest?;"
  If the booked name is different from the staying guest, in cases that the payment is not
made on the stipulated date, it will be billed directly to the customer who made the
reservation.";25;"[' If the person making the reservation does not pay by the due date ', ' In such instances where the invoiced name diverges from that of the inhabitant ', ' When the names on the booking and residency documents vary ', ' If the individual who made the reservation fails to meet the payment deadline ', ' The customer who initially booked will be held accountable for any outstanding charges ', "" When there is a discrepancy between the booked and actual guests, we'll charge the person who made the reservation "", ' In situations where the invoice name does not match that of the occupant ', ' If payment is not received by the agreed-upon date from the guest listed on the booking ', "" The party responsible for the initial payment will be directly invoiced if it's not paid on time""]";20;8;"[""\nHow does it affect operations when a person pays as agreed, yet doesn't have the matching credentials to their booking "", '\nCan a pre-arranged payment be deemed effective even if the guest does not share the same details in their reservation ', ""\nWhat outcomes occur when the timely financial transaction is made, yet the details of the client don't align with what was initially booked "", ""\nIs there any discrepancy if a person pays on time for lodging but doesn't match the name originally reserved "", '\nHow does the scenario change when timely payment and booking name are inconsistent ', ""\nIf payment is received in a timely manner but the staying guest's information differs from their reservation details "", ""\nWhat happens operationally if payment was made as agreed, yet there is a discrepancy between the client's details and what was initially booked "", '\nIs the timely payment enough to warrant the same level of service regardless of the difference between the guest name and the original booking name ', ""\nCan payment be deemed sufficient to honour the booking even though it doesn't match the name originally reserved by the client "", '']"
26;What fees are covered by the hotel?;"
  Hotel will not pay for online shopping fee, taxi fee, postage stamps, and fee for the
delivery of baggage.";26;"[' The hotel is not responsible for reimbursing online shopping fees ', ' Travelers are expected to cover their own transportation costs, including taxis ', ' Postal charges, such as postage stamps, are not a hotel expense ', ' Charges associated with luggage delivery services will not be covered by the hotel ', ' Online purchases and their associated fees are the responsibility of our guests ', ' Hotel guests must pay for their own taxi fares ', "" Postage stamps and related shipping expenses are the guest's responsibility "", ' The hotel does not cover fees related to baggage delivery or online shopping ', ' Guests are responsible for all e-commerce transaction fees, including those for postage and taxis']";21;8;"[' What expenses is the hotel responsible for?\n\n', "" Which costs are included in the hotel's accommodation price?\n\n"", ' Does the hotel cover any additional expenditures?\n\n', ' Are there any services that the hotel provides at no extra cost?\n\n', "" What expenses are factored into the hotel's total bill?\n\n"", ' Do guests have to pay extra for certain amenities or facilities?\n\n', "" Is the hotel's all-inclusive rate a standard feature of their packages?\n\n"", "" Which charges does the hotel automatically include in its guests' bills?""]"
27;What happens if a breakfast voucher is partially used?;"
Refunds will not be given for unused breakfast vouchers.";27;['\nCompensation will not be granted for untaken breakfast tickets ', '\nBreakfast vouchers not utilized cannot be redeemed for a refund ', '\nUnused morning meal certificates are ineligible for a rebate ', '\nRefund on unutilized breakfast passes is not allowed ', '\nNo compensation will be offered for unused breakfast vouchers ', '\nRedemption of unused breakfast coupons is not permitted ', '\nUnredeemed breakfast tickets will not receive a reimbursement ', '\nBreakfast vouchers left unutilized cannot be returned for credit ', '\nUnused breakfast tickets are ineligible for any form of rebate ', ''];22;8;"['\n\nHow does a breakfast ticket handle partial usage ', '\n\nWhat occurs when a breakfast allowance is only partly utilized ', ""\n\nWhat's the scenario when a breakfast gift certificate is partially consumed "", '\n\nHow do partial uses affect breakfast coupons ', ""\n\nWhat happens when a morning meal voucher isn't fully used up "", '\n\nCan a breakfast permit still be valid if it has been partially redeemed ', '\n\nHow does a breakfast ticket behave when its value is only partly utilized ', '\n\nWhat are the implications of a partially used breakfast voucher ', '\n\nHow does partial usage impact breakfast vouchers in general ', '']"
28;What type of animals are not allowed in the hotel? ;"
Unused special offers and discount tickets issued by the hotel will not be refunded.
Please refrain from bringing in the following items or acts that may cause inconvenience to
other guests in the hotel.
Animals and pets such as dogs, cats, and small birds in general (except for guide
dogs, service dogs, and hearing dogs)
Explosives and highly sensitive oils that can be easily ignited or any dangerous
products
A substance that produces a bad odour or has a strong smell
Guns and swords without a permit
Remarkably large amount of luggage and goods
Other items and behaviours that are prohibited by law:
Gambling, being offensive to other guests, behaviour that disrupts
orderliness, or behavior that may cause disgust or annoyance to other
guests. Entering the hotel in “Geta”(Japanese traditional slippers) & leathered –
soled sandals , Roller blades and Roller skates
Moving equipment or using it for purposes other than its intended purpose
Distribution of advertising materials, sales of goods and solicitation
Taking in food and drink from outside the hotel
Use of public bath when drunk or with tattoo
Taking out of food and drink from breakfast (excluding those that can be
taken out)";28;['  \nPlease refrain from introducing the following items or actions that may create inconvenience to \nother visitors in the hotel.\n', '  \nForbidden creatures such as domesticated animals, including dogs, cats, and small birds (except \nfor assistance dogs, service dogs, and hearing dogs)\n', '  \nInflammable substances like volatile oils that can be easily set on fire or any hazardous\nproducts\n', '  \nMaterials that give off a foul smell or strong odour\n', '  \nFirearms and swords without a license\n', '  \nRemarkably heavy suitcases and goods\n', '  \nOther items and activities banned by law:\n', ' \nGambling, being offensive to other guests, behaviour that disrupts orderliness, or behavior that may cause \ndisgust or annoyance to other visitors. Entering the hotel in traditional slippers & leathered-soled sandals , \nRoller blades and Roller skates\n', '  \nMoving equipment or using it for purposes other than its intended use\n', '  \nDistribution of promotional materials, sales of goods and solicitation\n', '  \nConsuming food and drinks from outside the hotel premises\n', '  \nUse of public bath when intoxicated or with a tattoo\n', '  \nRemoving food and drink from breakfast (excluding those that can be taken out)'];23;8;"['\nWhich types of beasts are barred from entering the premises? ', '\nAre there specific sorts of wildlife that cannot stay at the inn? ', '\nCan you tell me which species of animals are not permitted to occupy a room? ', '\nAre there particular breeds of pets that are forbidden from being housed here? ', ""\nWhat types of fauna are not allowed in the hotel's living quarters? "", '\nWhich varieties of creatures are excluded from residing within the premises? ', '\nCan you inform me as to which species of animals are prohibited from staying overnight? ', '\nAre there certain kinds of beasts that cannot occupy a bed at the hotel? ', '\nWhat types of critters are not granted permission to lodge in the establishment?']"
29;" 
What is the reason for not allowing the use of public bath when drunk or with tattoo? ";"
Unused special offers and discount tickets issued by the hotel will not be refunded.
Please refrain from bringing in the following items or acts that may cause inconvenience to
other guests in the hotel.
Animals and pets such as dogs, cats, and small birds in general (except for guide
dogs, service dogs, and hearing dogs)
Explosives and highly sensitive oils that can be easily ignited or any dangerous
products
A substance that produces a bad odour or has a strong smell
Guns and swords without a permit
Remarkably large amount of luggage and goods
Other items and behaviours that are prohibited by law:
Gambling, being offensive to other guests, behaviour that disrupts
orderliness, or behavior that may cause disgust or annoyance to other
guests. Entering the hotel in “Geta”(Japanese traditional slippers) & leathered –
soled sandals , Roller blades and Roller skates
Moving equipment or using it for purposes other than its intended purpose
Distribution of advertising materials, sales of goods and solicitation
Taking in food and drink from outside the hotel
Use of public bath when drunk or with tattoo
Taking out of food and drink from breakfast (excluding those that can be
taken out)";29;['  \nPlease refrain from introducing the following items or actions that may create inconvenience to \nother visitors in the hotel.\n', '  \nForbidden creatures such as domesticated animals, including dogs, cats, and small birds (except \nfor assistance dogs, service dogs, and hearing dogs)\n', '  \nInflammable substances like volatile oils that can be easily set on fire or any hazardous\nproducts\n', '  \nMaterials that give off a foul smell or strong odour\n', '  \nFirearms and swords without a license\n', '  \nRemarkably heavy suitcases and goods\n', '  \nOther items and activities banned by law:\n', ' \nGambling, being offensive to other guests, behaviour that disrupts orderliness, or behavior that may cause \ndisgust or annoyance to other visitors. Entering the hotel in traditional slippers & leathered-soled sandals , \nRoller blades and Roller skates\n', '  \nMoving equipment or using it for purposes other than its intended use\n', '  \nDistribution of promotional materials, sales of goods and solicitation\n', '  \nConsuming food and drinks from outside the hotel premises\n', '  \nUse of public bath when intoxicated or with a tattoo\n', '  \nRemoving food and drink from breakfast (excluding those that can be taken out)'];23;8;"[' What is the basis for denying access to public baths to those who are drunk ', ' Why is it a rule that one cannot bathe at public facilities if under the influence ', "" What's behind the policy of not allowing patrons to soak up some relaxation if they've got tattoos "", "" What's the reasoning for not letting folks get clean in public if they're wasted "", ' The rationale for keeping drunks out of public baths, what is it ', ' Why no hot tub time for those with permanent ink ', "" Is there a good reason why bathhouses don't allow tattooed or drunk patrons "", ' Public bathhouse policies: is it justified to keep out the intoxicated and tattooed ', '']"
30;" 
What is the policy regarding taking out food and drink from breakfast?";"
Unused special offers and discount tickets issued by the hotel will not be refunded.
Please refrain from bringing in the following items or acts that may cause inconvenience to
other guests in the hotel.
Animals and pets such as dogs, cats, and small birds in general (except for guide
dogs, service dogs, and hearing dogs)
Explosives and highly sensitive oils that can be easily ignited or any dangerous
products
A substance that produces a bad odour or has a strong smell
Guns and swords without a permit
Remarkably large amount of luggage and goods
Other items and behaviours that are prohibited by law:
Gambling, being offensive to other guests, behaviour that disrupts
orderliness, or behavior that may cause disgust or annoyance to other
guests. Entering the hotel in “Geta”(Japanese traditional slippers) & leathered –
soled sandals , Roller blades and Roller skates
Moving equipment or using it for purposes other than its intended purpose
Distribution of advertising materials, sales of goods and solicitation
Taking in food and drink from outside the hotel
Use of public bath when drunk or with tattoo
Taking out of food and drink from breakfast (excluding those that can be
taken out)";30;['  \nPlease refrain from introducing the following items or actions that may create inconvenience to \nother visitors in the hotel.\n', '  \nForbidden creatures such as domesticated animals, including dogs, cats, and small birds (except \nfor assistance dogs, service dogs, and hearing dogs)\n', '  \nInflammable substances like volatile oils that can be easily set on fire or any hazardous\nproducts\n', '  \nMaterials that give off a foul smell or strong odour\n', '  \nFirearms and swords without a license\n', '  \nRemarkably heavy suitcases and goods\n', '  \nOther items and activities banned by law:\n', ' \nGambling, being offensive to other guests, behaviour that disrupts orderliness, or behavior that may cause \ndisgust or annoyance to other visitors. Entering the hotel in traditional slippers & leathered-soled sandals , \nRoller blades and Roller skates\n', '  \nMoving equipment or using it for purposes other than its intended use\n', '  \nDistribution of promotional materials, sales of goods and solicitation\n', '  \nConsuming food and drinks from outside the hotel premises\n', '  \nUse of public bath when intoxicated or with a tattoo\n', '  \nRemoving food and drink from breakfast (excluding those that can be taken out)'];23;8;['\nHow does the establishment handle patrons consuming items outside of the dining area during breakfast ', '\nCan I take leftovers or snacks with me after breakfast ', '\nAre there any restrictions on carrying away food or drinks from the breakfast service ', '\nDo you have a policy for customers taking food and beverages off the premises during breakfast hours ', '\nIs it permissible to grab-and-go with items ordered at the breakfast buffet ', '\nWhat are the rules regarding taking food, snacks, or drinks out of the dining area during breakfast ', '\nCan I take my breakfast to go or carry leftovers outside ', '\nAre there any guidelines for patrons consuming food and beverages in non-dining areas during breakfast ', '\nIs it allowed to remove breakfast items from the premises without special permission ', '']
31;Is photographing other hotel guests without their consent allowed in most hotels?;"
  Taking photographs within hotel premises that may bother or cause
disturbance to other guests";31;"[' Photographing inside hotels that might annoy other visitors ', ' Capturing images on hotel property that could be a nuisance to others ', ' Shooting photos in hotel areas where it might inconvenience guests ', ' Making photographs in hotel spaces that could cause discomfort to other people ', ' Taking snaps within hotel premises where they might bother fellow diners ', ' Clicking pictures within hotel zones where they could disturb peaceful atmosphere ', "" Recording moments inside hotels that may disrupt other guests' experiences "", "" Photographing at hotels where it could be a disturbance to others' stays "", ' Shooting photographs on hotel property that may cause inconvenience to other patrons']";24;8;"[' Can you snap shots of strangers staying at the same hotel without their permission?\n\n', "" Are there rules against capturing images of hotel guests who haven't given consent?\n\n"", ' Do most hotels permit photography of other travelers in their premises?\n\n', ' Is it permissible to take photographs of unknown individuals within a hotel environment?\n\n', ' Can one take pictures of fellow hotel residents without their explicit okay?\n\n', ' What are the norms regarding photographing people staying at the same establishment as you?\n\n', ' In most hotels, is it allowed to snap photos of other guests without their consent being given?\n\n', ' Are there any restrictions on taking photographs of individuals who are not acquaintances within a hotel setting?\n\n', "" Can one lawfully take pictures of strangers in the context of a hotel, assuming they haven't explicitly objected?""]"
32;What is the purpose of Article 19 in the Accommodation Provisions?;"This rule corresponds to the standard provisions of the Civil Code, and each provision of this
regulation may be changed based on Article 19 of the Accommodation Provisions.";32;[' This directive conforms to established laws of the Civil Code ', ' The stipulations contained herein are aligned with standard provisions of the Civil Code ', ' These regulations adhere to established articles of the Civil Code ', ' The terms outlined in this document correspond to standard provisions of the Civil Code ', ' The conditions specified here follow the standard rules of the Civil Code ', ' This provision is based on standard laws of the Civil Code ', ' The regulation in question follows standard stipulations of the Civil Code ', ' Each article contained within this directive conforms to established laws of the Civil Code ', ' These regulations are guided by the standard articles of the Civil Code'];25;8;"[' How does Article 19 function within the context of the Accommodation Clauses?\n\n', ' Can you explain why Article 19 was included in the Accommodations Agreement?\n\n', ' What role does Article 19 play in facilitating the Accommodations Process?\n\n', "" What's the underlying rationale for mentioning Article 19 in the Accommodations Guidelines?\n\n"", ' How is Article 19 connected to the broader goals of the Accommodations Framework?\n\n', ' What are the implications of including Article 19 within the Accommodations Provisions?\n\n', ' Can you clarify why Article 19 was specified as part of the Accommodations Arrangements?\n\n', "" What's the significance of referencing Article 19 in the context of the Accommodations Policies?\n\n"", ' How does Article 19 contribute to achieving the objectives outlined in the Accommodations Regulations?']"
33;What is the purpose of posting the changed terms on the hotel's website and in guestrooms?;"
According to this change of rule, the contents of the changed terms, conditions and effective date
will be posted on the website specified by the hotel and inside the guestroom one month before the
effective date instead of individual notice and explanation.";33;[' \nTerms and conditions revisions will be published online and in the accommodations ', ' \nNew rules will be made public via our official website and in the guest quarters ', ' \nThe updated terms and conditions will be accessible online and in the hotel rooms ', ' \nHotel amendments will be posted on our website and within the guest areas ', ' \nUpdated policies will be announced on our website and displayed inside the hotel rooms ', ' \nChanges to the rules will be published on the designated hotel website and displayed in each room ', ' \nThe updated terms of service will be made public online and in the hotel accommodations ', ' \nHotel changes will be posted on the official website and within the guest quarters ', ' \nTerms revisions will be announced on our website and displayed inside the guestrooms ', ''];26;8;"["" \nWhy is the relevant information showcased on the hotel's digital site and within the physical rooms? "", "" \nWhat is the point of sharing the specific details on the hotel's webpage and on paper in guestrooms? "", ' \nTo what end are the particulars made available to visitors through both electronic and tangible means? ', "" \nFor what reason are guests provided with the particular information via the hotel's website and written materials in their rooms? "", "" \nWhat is the function of presenting the content on the hotel's web platform and on printed matter in guest areas? "", ' \nIn what way does the posting of the specific details serve a purpose for visitors who access them through both digital and physical means? ', "" \nHow does the display of the relevant information contribute to the overall experience or understanding of guests who view it on the hotel's website and in their rooms? "", "" \nWhat is the intended outcome or benefit from showcasing the content on the hotel's online presence and printed materials in guestrooms? "", ' \nWhy do hotels publish the specific details on their digital site and in written form within the premises, specifically in guest areas?']"
