;question;answer;question_index;answer_reformulate;answer_index;document_index;question_reformulate
27;What type of payment methods are allowed for guests according to the text?;"If Guests choose to pay the fees described in Article 13 below by means other than cash, such as accommodation certificates or credit
cards, it shall be indicated at the time of registration described in Paragraph 1 above.";27;"['\nVisitors opt for non-cash fee payment ', '\nThose who register must specify their preferred payment method ', '\nAttendees may utilize various means to settle their fees ', ""\nThe manner of payment is subject to change based on the registrant's choice "", '\nIn order to pay, guests may use different financial instruments ', '\nIt should be clearly stated which payment options will be accepted ', '\nGuests have the option to select a preferred method for settling fees ', '\nAlternative forms of payment, such as certificates or cards, are available ', '\nFor those who register, there is an assortment of payment options available ', '']";24;10;[' \nHow do lodgers pay when staying at a facility?\n\n', ' \nIn what ways can patrons make monetary payments during their stay?\n\n', ' \nWhich forms of payment are accepted by guests?\n\n', ' \nCan guests utilize various types of payment systems?\n\n', ' \nHow do guests settle their expenses during their stay?\n\n', ' \nWhat kind of payment methods are available to visitors?\n\n', ' \nAre there several acceptable ways for guests to pay for services?\n\n', ' \nIn what manner can guests make payments for their accommodations?']
28;What are the exceptions to the rule of allocated rooms usage?;"
The Guests are only able to use the allocated rooms within the time Hotel specifies, unless otherwise stipulated as an accommodation
plan. In the case of a continuous stay of two or more days, Guests may use the rooms throughout the day on all days except the date
of arrival and departure.";28;"['\nGuests have limited access to designated suites within specified timeframes of the Hotel, unless otherwise outlined in a unique arrangement ', ""\nThe allocated rooms may be used by the visitors within designated times as per Hotel's guidelines, unless an alternative agreement is put into effect "", ""\nVisitors can use their designated accommodations at any given hour during their stay, except for the day they arrive and depart, provided it's two or more days "", '\nHotel guests have restricted access to their assigned rooms during fixed hours of operation, with exceptions made only when a personalized plan is devised ', '\nIn cases where patrons reside in our establishment for consecutive periods of 48 hours or longer, exclusive use of designated suites is permitted excepting the day they check-in and out ', '\nThe Hotel allows occupants to occupy the allocated space within predetermined times unless special conditions have been outlined in an accommodation agreement ', '\nWhen booking a stay of two days or more, guests are allowed to utilise their assigned rooms freely at any time on all days, excepting the date of arrival and departure ', '\nOccupants may make use of designated suites during Hotel specified hours, with provisions made for continuous stays lasting 48 hours or longer excluding the day they arrive and leave ', ""\nGuests can access their allocated spaces throughout the day, provided it's a stay of two or more consecutive days, and excluding the dates of arrival and departure""]";25;10;[' What exemptions exist for designated room occupancy ', ' Which areas within a facility are exempt from traditional room assignments ', ' Can certain individuals claim an exception to standard room allotments ', ' Are there any specific groups or circumstances that allow for deviations from assigned rooms ', ' In what cases would one be allowed to use a room not initially allocated ', ' Under what conditions can the rules regarding designated rooms be waived ', ' Are there particular situations where exemptions are made for utilizing an assigned room ', ' What scenarios permit individuals to occupy a different room than originally allocated ', ' Can specific exceptions be claimed for using an unassigned room within a facility ', '']
29;What additional fees are specified by the Hotel for using the rooms outside the hours described?;"Notwithstanding Paragraph 1 above, the Hotel may permit the use of the rooms outside the hours described in Paragraph 1 above. In
such cases, Guests will pay additional fees specified by the Hotel.";29;"[' \nNotwithstanding the provisions contained within the first section, it is possible for guests to utilize the facilities after hours ', ' \nWhile Paragraph 1 sets forth certain restrictions, it is conceivable that accommodations might be made available outside of the specified period ', ' \nSubject to the conditions outlined in the preceding paragraph, the hotel may permit the use of its rooms at times other than those mentioned ', ' \nIn contradistinction to the rules stipulated in the introductory paragraph, the hotel reserves the right to permit guests to occupy their rooms at any time ', ' \nContrary to the provisions contained within Paragraph 1, the establishment may grant access to its facilities beyond the designated hours ', "" \nTaking into consideration the stipulations outlined above, it is feasible for guests to use the hotel's services outside of the specified timeframe "", ' \nIn light of the conditions established in the preceding paragraph, the hotel may permit the utilization of its rooms at times other than those initially stated ', ' \nAlthough Paragraph 1 sets forth certain guidelines, the establishment may allow guests to occupy their rooms at times not initially anticipated ', '\nThe stipulations contained within Paragraph 1 notwithstanding, it is conceivable that the hotel may accommodate guests outside of the specified time frame ', '']";26;10;['\nHow much extra will a Hotel charge its clients for utilizing the rooms during non-designated hours? ', '\nCan you list the supplementary fees that a Hotel imposes on its patrons for using the accommodations outside of the scheduled times? ', '\nWhat additional expenses does a Hotel factor into its pricing for guests who use their rooms during off-peak hours? ', '\nHow do Hotels calculate and charge extra for clients utilizing their facilities beyond the allotted time frames? ', '\nAre there any additional fees that a Hotel incurs on its patrons for occupying guest rooms outside of normal operating hours? ', '\nWhat supplementary charges does a Hotel place on guests who use the accommodations during times not originally booked? ', '\nCan you tell me what extra costs a Hotel imposes on clients for using the guest rooms outside of scheduled check-in/check-out periods? ', '\nHow much extra do Hotels charge their patrons for utilizing the guest facilities beyond the designated time slots? ', '\nWhat additional fees does a Hotel levy on its clients for occupying the rooms during off-peak hours or outside the booked times?']
30;What are the main rules that guests are required to follow during their stay?;"
During their stay, Guests shall comply at all times with the Hotel’s Terms of Use (including and not limited to guidance, warnings,
information, etc.), as posted in the Hotel’s premises.";30;[' Adhering strictly ', ' Obey all ', ' Comply fully ', ' To abide ', ' Shall observe ', ' Must comply ', ' Guests are expected ', ' Individuals shall conform ', ' Be subject to ', ' Abide by ', ''];27;10;[' \nWhat stipulations govern guest conduct throughout their sojourn ', ' \nWhat regulations must overnighters observe when staying with us ', ' \nWhat behavioural guidelines apply to temporary residents ', ' \nWhat rules of conduct must short-term visitors respect during their stay ', ' \nHow should guests comport themselves while visiting our establishment ', ' \nWhat are the essential house rules for visitors ', ' \nWhat expectations do we have regarding guest behaviour during their visit ', ' \nCan you tell me what the visitor code of conduct is ', ' \nWhat does a guest need to know about the rules and regulations of this place ', '']
31;What type of information will be shown in the notice boards and floor guides? ;"The hours of operation of main Hotel facilities will be shown in notice boards, and floor and facility guides posted in each room.
The hours listed in Paragraph 1 above are subject to change when necessary and under unavoidable circumstances. In this case, the
Hotel will take appropriate measures to notify thereof.";31;"[' The opening times of main Hotel facilities will be shown in clear view boards ', ' Facilities operating hours will be clearly stated on notice boards ', ' Operating hours for key Hotel services will be posted near reception ', "" Each room will have a schedule detailing the main Hotel facilities' working hours "", ' Hotel timings will be prominently displayed in every guest room ', "" Timings for the main Hotel services will be listed in each room's information board "", ' Guests can find out about Hotel timings on the notice boards and floor guides ', ' The operational hours of main Hotel services will be clearly listed on signs throughout the Hotel ', "" Main Hotel facilities' schedules will be posted near lifts and stairs "", '']";28;10;[' \nWhat content will be featured on the notices and maps throughout the building? ', ' \nWhich types of information will be showcased on the bulletin boards and wayfinding displays? ', ' \nWhat specific data or messages will be conveyed through the signs and guides in public areas? ', ' \nHow will the signage and floor guides provide users with relevant information? ', ' \nWhat kind of updates, alerts, or announcements will be displayed on the notice boards and digital screens? ', ' \nWhat general knowledge or important notices will be posted in conspicuous locations throughout the space? ', ' \nWill there be any specific instructions, rules, or guidelines displayed on the signs and guides for users to follow? ', ' \nHow will the information displayed on the notice boards and floor guides cater to diverse needs and interests of visitors? ', ' \nWhat kinds of supplementary information or contextual details will be provided through the signage and wayfinding systems?']
32;"
How will the Hotel inform guests of any changes to the hours of operation?";"The hours of operation of main Hotel facilities will be shown in notice boards, and floor and facility guides posted in each room.
The hours listed in Paragraph 1 above are subject to change when necessary and under unavoidable circumstances. In this case, the
Hotel will take appropriate measures to notify thereof.";32;"[' The opening times of main Hotel facilities will be shown in clear view boards ', ' Facilities operating hours will be clearly stated on notice boards ', ' Operating hours for key Hotel services will be posted near reception ', "" Each room will have a schedule detailing the main Hotel facilities' working hours "", ' Hotel timings will be prominently displayed in every guest room ', "" Timings for the main Hotel services will be listed in each room's information board "", ' Guests can find out about Hotel timings on the notice boards and floor guides ', ' The operational hours of main Hotel services will be clearly listed on signs throughout the Hotel ', "" Main Hotel facilities' schedules will be posted near lifts and stairs "", '']";28;10;['\nUnder what circumstances would the Hotel notify patrons regarding changes in the operating hours ', '\nHow would the Hotel keep clients informed about modifications to the timing of its services ', '\nWhat protocols are in place at the Hotel to inform guests about any updates to the time it is open ', '\nHow does the Hotel let customers know if there are going to be any schedule adjustments ', '\nWhat processes does the Hotel use to communicate changes in operating hours to patrons ', '\nIn what ways will the Hotel notify its clients of revisions to their service schedule ', '\nUnder what conditions would the Hotel inform guests about modifications to its daily routine ', '\nHow does the Hotel ensure that guests are aware of any updates to its operational hours ', '\nWhat system is used by the Hotel to keep visitors informed of changes in the timing of its services ', '']
33;What information is provided in Table 1 regarding accommodation fees?;Breakdown and calculation of the accommodation fees, etc. payable by the Guests are provided in Table 1.;33;"['\nDetails regarding the lodging expenses, etc., to be borne by the guests ', '\nTable 1 outlines the breakdown and calculation of visitor lodging fees ', '\nEstimation of guest accommodation charges and related computations ', '\nComputation and tabulation of lodging costs payable by visitors ', '\nInformation on visitor accommodation fees, including calculations ', '\nBreakdown and computation of visitor expenses for lodgings ', ""\nGuests' accommodation fee breakdown and mathematical calculations "", '\nAccommodation fee computation and details for guests ', '\nTabulation and calculation of visitor lodging expenses ', '']";29;10;[' \nIn what manner does Table 1 provide specifics about room charges ', ' \nHow is data relating to residency expenses presented in Table 1 ', ' \nThe kind of information related to dormitory payments contained in Table 1 ', ' \nTable 1 contains facts pertaining to living expenses - what are they ', ' \nTo what extent does the table offer insights into cost associated with on-campus housing ', ' \nWhat types of fees for residence life is one able to find in Table 1 ', ' \nIn terms of lodging costs, what particulars does Table 1 provide ', ' \nThe specifics about housing costs that can be seen within Table 1 ', ' \nInformation pertaining to living expenses as presented in Table 1 - what specifically ', '']
34;What are the accepted payment methods for accommodation fees at the Hotel? ;"Guests will pay the accommodation fees, etc. as described in Paragraph 1 above in cash, or otherwise by accommodation certificates,
credit cards, or other equivalent forms accepted by the Hotel, when checking in at the Hotel or when the Hotel charges the bill.
After the Hotel provides Guests with access to rooms, even if they choose not to stay in such rooms, the Hotel shall nonetheless
charge the accommodation fee to Guests.";34;[' credit cards, or other equivalent methods accepted by the Inn, upon check-in at the establishment or when the establishment sends them a bill.\nAfter granting Visitors access to the rooms, even if they decide not to occupy such spaces, the Hotel will still demand payment of the accommodation fee from Guests.\n\nClients will pay for their hotel stays, including all charges outlined in Section 1 above, by handing over cash, lodging coupons,\n', ' debit cards, or other accepted methods at check-in time or when the Hotel presents them with a bill.\nEven if clients decline to stay in assigned rooms after being granted access to them, the Hotel will still collect its accommodation fee.\n\nPatrons will settle their hotel bills, including all charges mentioned in Section 1 above, by paying cash, or through vouchers for lodging,\n', ' credit slips, or other forms of payment accepted by the establishment upon check-in or when a bill is presented.\nEven if patrons elect not to occupy the rooms provided, access to which has been granted to them, the Hotel will nonetheless expect them to pay the accommodation fee.\n\nGuests will settle their hotel accounts, including all charges detailed in Section 1 above, by paying cash, vouchers for lodging,\n', ' credit cards or other accepted forms of payment at check-in time or when a bill is presented.\nEven if guests decline to stay in assigned rooms after gaining access to them, the Hotel will still charge its accommodation fee.\n\nVisitors will settle their hotel bills, including all charges outlined in Section 1 above, by paying cash, lodging certificates,\n', ' credit cards or other equivalent methods accepted by the establishment upon check-in or when a bill is presented.\nEven if visitors choose not to occupy the rooms granted access to them, the Hotel will still demand payment of its accommodation fee.\n\nHotel guests will cover their room costs, including all charges listed in Section 1 above, by paying cash, vouchers for lodging,\n', ' credit cards or other accepted forms of payment at check-in time or when a bill is presented.\nEven if hotel guests decline to stay in assigned rooms after being granted access to them, the Hotel will still charge its accommodation fee.\n\nPatrons will cover their room costs, including all charges detailed in Section 1 above, by paying cash, lodging certificates,\n', ' credit cards or other equivalent forms of payment accepted by the establishment upon check-in or when a bill is presented.\nEven if patrons choose not to occupy the rooms granted access to them, the Hotel will still demand payment of its accommodation fee.\n\nTravelers will settle their hotel accounts, including all charges listed in Section 1 above, by paying cash, vouchers for lodging,\n', ' credit cards or other accepted forms of payment at check-in time or when a bill is presented.\nEven if travelers decline to stay in assigned rooms after gaining access to them, the Hotel will still charge its accommodation fee.'];30;10;[' \nCan clients make use of various mediums to reimburse their hotel room payments? ', ' \nHow do visitors pay their hotel invoices, specifically those related to accommodation costs? ', ' \nWhich modes of payment are commonly accepted by hotels for guest accommodation expenses? ', ' \nWhat types of transaction methods can customers employ when settling their hotel bills for lodging? ', ' \nCan travelers use different forms of remuneration to cover the cost of their stay at a hotel? ', ' \nWhat forms of financial settlement do guests typically utilize for their room bookings at hotels? ', ' \nHow do clients pay their charges associated with staying in a hotel, particularly for accommodation? ', ' \nAre there multiple methods that customers can select from when paying their hotel bills for lodging expenses? ', ' \nCan users choose various options to settle their accounts related to hotel stays and accommodations?']
35;"
Can a Guest avoid paying the accommodation fee if they choose not to stay in the room provided?";"Guests will pay the accommodation fees, etc. as described in Paragraph 1 above in cash, or otherwise by accommodation certificates,
credit cards, or other equivalent forms accepted by the Hotel, when checking in at the Hotel or when the Hotel charges the bill.
After the Hotel provides Guests with access to rooms, even if they choose not to stay in such rooms, the Hotel shall nonetheless
charge the accommodation fee to Guests.";35;[' credit cards, or other equivalent methods accepted by the Inn, upon check-in at the establishment or when the establishment sends them a bill.\nAfter granting Visitors access to the rooms, even if they decide not to occupy such spaces, the Hotel will still demand payment of the accommodation fee from Guests.\n\nClients will pay for their hotel stays, including all charges outlined in Section 1 above, by handing over cash, lodging coupons,\n', ' debit cards, or other accepted methods at check-in time or when the Hotel presents them with a bill.\nEven if clients decline to stay in assigned rooms after being granted access to them, the Hotel will still collect its accommodation fee.\n\nPatrons will settle their hotel bills, including all charges mentioned in Section 1 above, by paying cash, or through vouchers for lodging,\n', ' credit slips, or other forms of payment accepted by the establishment upon check-in or when a bill is presented.\nEven if patrons elect not to occupy the rooms provided, access to which has been granted to them, the Hotel will nonetheless expect them to pay the accommodation fee.\n\nGuests will settle their hotel accounts, including all charges detailed in Section 1 above, by paying cash, vouchers for lodging,\n', ' credit cards or other accepted forms of payment at check-in time or when a bill is presented.\nEven if guests decline to stay in assigned rooms after gaining access to them, the Hotel will still charge its accommodation fee.\n\nVisitors will settle their hotel bills, including all charges outlined in Section 1 above, by paying cash, lodging certificates,\n', ' credit cards or other equivalent methods accepted by the establishment upon check-in or when a bill is presented.\nEven if visitors choose not to occupy the rooms granted access to them, the Hotel will still demand payment of its accommodation fee.\n\nHotel guests will cover their room costs, including all charges listed in Section 1 above, by paying cash, vouchers for lodging,\n', ' credit cards or other accepted forms of payment at check-in time or when a bill is presented.\nEven if hotel guests decline to stay in assigned rooms after being granted access to them, the Hotel will still charge its accommodation fee.\n\nPatrons will cover their room costs, including all charges detailed in Section 1 above, by paying cash, lodging certificates,\n', ' credit cards or other equivalent forms of payment accepted by the establishment upon check-in or when a bill is presented.\nEven if patrons choose not to occupy the rooms granted access to them, the Hotel will still demand payment of its accommodation fee.\n\nTravelers will settle their hotel accounts, including all charges listed in Section 1 above, by paying cash, vouchers for lodging,\n', ' credit cards or other accepted forms of payment at check-in time or when a bill is presented.\nEven if travelers decline to stay in assigned rooms after gaining access to them, the Hotel will still charge its accommodation fee.'];30;10;['\nIs it possible for an overnight guest to dodge the cost associated with their accommodations if they decline to utilize the allocated quarters ', '\nCan someone who is staying as a guest claim exemption from the accommodation fee by declining to occupy the designated room ', '\nMay a guest be absolved from paying the room charge if they decide not to reside in the assigned space ', '\nDoes a visitor have grounds for waiving the payment of the accommodations fee if they choose not to utilize the provided quarters ', '\nCan an overnight stayee escape payment of the lodging fee by declining to occupy the designated sleeping area ', '\nIs it feasible for a guest to bypass paying the accommodation charge if they decide not to make use of the room allocated to them ', '\nMay someone who is lodged as a guest be excused from paying the cost associated with their accommodations if they opt out of residing in the assigned space ', '\nCan a visitor claim exemption from paying the accommodation fee by declining to occupy the designated quarters and instead opting for some other arrangement ', '\nIs it possible for an overnight stayee to avoid paying the room charge if they decide not to reside in the allocated quarters, or is this just a matter of policy?']
36;What are the circumstances under which the hotel is not liable to compensate guests for damage?;"
If the Hotel caused damage to Guests due to Accommodation Agreements, or performance or nonperformance thereof, the Hotel shall
compensate Guests for such damage. However, the same will not apply if such damage is due to reasons for which the Hotel is not
liable.";36;[' to Guests, \nIf the Hotel caused harm to Guests through Accommodations Agreements or lack thereof, they shall reimburse them ', ' \nThe Hotel must Reimburse Guests for losses sustained as a result of their In-house Terms ', '\nIn case of Breach of Contract by the Hotel regarding Room Assignments, Guests are entitled to Receive Compensation ', '\nWhenever the Hotel is at fault and causes harm to Guests through Accommodations or failure thereof, they shall offer financial Redress ', '\nThe Hotel has a Duty of Care towards its Clients, which includes offering Remuneration for any Damage sustained ', '\nWhen Guests incur Losses as a result of Faulty Room Assignments by the Hotel, they are Entitled to Claim Reimbursement ', '\nIn case of Failure on the part of the Hotel regarding Accommodations Agreements, causing harm to Guests, they shall Grant Compensation ', '\nThe Hotel owes a Responsibility towards its Guests which includes offering Monetary Settlement in case of Damage sustained ', '\nWhenever the Hotel is at fault and causes losses to its Clients through Room Assignments or failure thereof, it must provide financial Remedy ', ''];31;10;"[' In what scenarios does a hotel not have to pay back guests for damages?\n\n', ' When can a hotel get off scot-free from compensating visitors for harm done?\n\n', ' Under what circumstances is a hotel exempt from making amends to patrons for damage?\n\n', ' What situations allow a hotel to sidestep paying customers for losses?\n\n', "" Can you tell me when a hotel wouldn't be on the hook for reimbursing guests for damages?\n\n"", ' In which cases does a hotel not have financial responsibility towards guests for damages?\n\n', ' When might a hotel avoid having to compensate visitors for damage done?\n\n', "" What conditions lead to a hotel's exemption from paying back customers for losses?\n\n"", "" Can you tell me under what circumstances a hotel wouldn't be liable to pay back guests for damages?""]"
37;What are the original conditions that the Hotel must try to maintain when providing alternative accommodation facilities?;"
If the Hotel cannot provide Guests with the contracted rooms, the Hotel shall obtain their understanding and arrange other
accommodation facilities to provide rooms as close as possible to the originally agreed conditions.";37;"[' Accommodation ', ' Lodging ', ' Establishment ', ' Inn ', ' Hostelry ', ' Boarding House ', ' Residence ', ' Establishment ', ' Facility \n\ncannot ', ' do not have ', ' fail to provide ', ' are unable to offer ', ' lack the capacity to supply ', ' cannot furnish ', ' do not possess the ability to deliver ', ' cannot give ', ' will not be able to hand over ', ' cannot yield ', ' have no ', ' \n\nGuests ', ' Clients ', ' Patrons ', ' Customers ', ' Visitors ', ' Travelers ', ' Boarders ', ' Tenants ', ' Occupants ', ' Residents \n\nthe ', ' this ', ' these ', ' them ', ' their ', ' its ', ' those ', ' these ', ' such ', ' \n\ncontracted ', ' agreed upon ', ' stipulated ', ' specified ', ' contracted for ', ' arranged ', ' planned ', ' scheduled ', ' allocated ', ' assigned \n\nrooms ', ' accommodations ', ' lodgings ', ' suites ', ' apartments ', ' quarters ', ' cabins ', ' bungalows ', ' villas ', ' flats \n\nshall ', ' must ', ' will be required to ', ' is obligated to ', ' has the duty to ', ' has the responsibility to ', ' is compelled to ', ' should ', ' ought to ', ' needs to ', ' will have to ', ' have to ', ' \n\nobtain ', ' secure ', ' get ', ' acquire ', ' receive ', ' attain ', ' gain ', ' accomplish ', ' reach ', ' achieve ', ' \n\ntheir ', ' its ', ' their ', "" one's "", "" a person's "", "" an individual's "", "" someone's "", "" anyone's "", "" the person's "", ' \n\nunderstanding ', ' consent ', ' agreement ', ' cooperation ', ' approval ', ' permission ', ' acquiescence ', ' acceptance ', ' acknowledgement ', ' assent \n\nand ', ' also ', ' too ', ' as well ', ' besides ', ' in addition ', ' furthermore ', ' moreover ', ' additionally ', ' likewise ', ' \n\narrange ', ' set up ', ' establish ', ' provide ', ' make available ', ' offer ', ' supply ', ' deliver ', ' yield ', ' give ', ' furnish ', ' hand over ', ' present ', ' offer up']";32;10;['\n\nUnder what initial stipulations should a Hotel endeavour to preserve when furnishing replacement living quarters ', '\n\nWhat prime directives should the Hotel endeavour to sustain while rendering auxiliary dwelling places ', '\n\nTo what preliminary conditions must the Hotel be committed in order to supply alternative shelter options ', '\n\nHow do the initial requirements for the Hotel change when providing extra accommodation facilities? ', '\n\nIn what primary form do the stipulations of the Hotel shift while providing supplementary residential areas ', '\n\nWhat foundational standards should a Hotel uphold in its offering of secondary housing arrangements ', '\n\nCan you spell out the fundamental protocols that the Hotel is expected to preserve when making available lodging alternatives ', '\n\nTo what preliminary conditions does the Hotel need to adhere to ensure suitable substitute accommodation? ', '\n\nWhat core stipulations must the Hotel endeavour to maintain when providing auxiliary residential options ', '']
38;What is the condition under which the hotel will not pay compensation to the guest?;"If the Hotel is unable to arrange the provision of alternative accommodations as described in Paragraph 1 above, the Hotel shall pay
Guests compensation equivalent to the cancellation fee as damages. However, the same will not apply if Guests’ damage is due to
reasons which the Hotel is not liable.";38;"["" If the accommodations are unavailable due to reasons beyond the hotel's control, this stipulation will not apply "", ' The hotel will provide guests with a refund equivalent to the cancellation fee if alternative arrangements cannot be made ', ' In such cases, the hotel shall pay compensation to the guests in the form of the cancellation fee ', "" However, the provision of monetary compensation will not be applicable if the damage was caused by circumstances outside of the hotel's jurisdiction "", ' The hotel will be required to pay a settlement equivalent to the cancellation fee if they are unable to secure alternative accommodations for their guests ', ' Compensation will be paid out by the hotel in an amount equal to the cancellation fee if substitute arrangements cannot be made ', ' If the hotel is unable to provide suitable accommodations, they will be responsible for paying a sum of money equal to the cancellation fee as damages ', ' In cases where the hotel is unable to arrange alternative accommodations, guests are entitled to compensation in the form of the cancellation fee ', '']";33;10;['\nUnder what scenarios would a hotel deny financial compensation to a visitor ', '\nWhen might a hotel choose not to offer monetary redress to a customer ', '\nIn what situations would a hotel decline to pay restitution to an individual ', '\nIf which conditions would a hotel fail to give compensation to the client ', '\nWhich conditions would prompt a hotel to reject providing reimbursement to someone ', '\nUnder what terms would a hotel be unwilling to pay damages to a patron ', '\nWhen are hotels likely to refuse financial reparation to guests ', '\nIn case of what situations would a hotel not offer monetary redress to clients ', '\nWhat circumstances lead a hotel to deny compensation to visitors ', '']
39;What is the maximum compensation the hotel will pay if a guest's valuables are damaged and they didn't indicate their value?;"Generally, the Hotel will not take care of Guests’ cash, valuables or other goods, but if Hotel takes care of such goods due to special
occasions and such goods are damaged, except in the case of acts of God or force majeure, the Hotel shall compensate Guests for
such damage. However, if Guests have not indicated the value of such goods when asked to do so by the Hotel, such compensation
shall be limited to 150,000 yen.";39;"["" Generally speaking, the Hotel won't take responsibility for Guests' possessions or money, unless hotel accepts them under special circumstances, and then only pays for damages not caused by natural disasters or unforeseen events. "", "" In exceptional situations, hotel might handle guest's belongings, but they're responsible for any damage that occurs, excluding occurrences of war, terrorism or other acts beyond their control, within reasonable limits. "", "" Hotel shall not be held accountable for guests' personal possessions and cash, unless they are kept by the hotel under special circumstances, in which case the hotel will compensate for damages caused, with no upper limit. "", ' Guests should note that hotel may keep certain items for them, but if such items get damaged due to no fault of god or man, hotel is liable for compensation up to 150,000 yen only. ', "" The Hotel shall not be responsible for guests' personal belongings and cash unless hotel agrees to take care of them under special circumstances, in which case the hotel shall be liable for damages caused by no fault of theirs. "", "" If hotel keeps guest's items due to exceptional events, they are solely responsible for any damage or loss, excepting unforeseen circumstances such as natural disasters or war. "", "" In special cases, Hotel might keep guests' cash and valuables, but in case of damage, hotel shall compensate the guest only up to a maximum limit of 150,000 yen. "", "" The hotel's liability is limited unless they accept guest's items under exceptional circumstances, then if anything gets damaged beyond their control, hotel will pay for damages within reasonable limits, however no more than 150,000 yen.""]";34;10;"[' \nAt what level of financial remuneration can the hotel compensate a patron if their precious belongings were harmed and no monetary valuation had been previously declared ', ' \nTo what extent will the inn financially indemnify a visitor if their cherished items were spoiled and not listed for compensation ', "" \nWhat is the greatest monetary reparation the accommodation would offer to an individual whose treasured possessions were compromised, assuming they hadn't documented the appraised value beforehand "", "" \nIn cases where guests' precious belongings are damaged and no estimated worth was previously recorded by them, what would be the maximum hotel reimbursement amount "", ' \nAt what highest level of pecuniary reparation will the hostelry pay out to a patron if their prized possessions were harmed and not formally declared as assets for compensation ', "" \nWhat is the greatest sum the lodging establishment would reimburse to guests whose treasured items have been compromised, assuming they hadn't provided any valuation beforehand "", ' \nHow much monetary indemnification can an inn provide to a guest if their cherished belongings are damaged and no monetary valuation had been previously documented ', "" \nTo what maximum pecuniary reparation will the hostelry pay out if a patron's valuables were harmed and not recorded as assets for compensation before being lodged "", '']"
40;What is the maximum compensation the hotel will provide if a guest has not indicated the value of their damaged goods?;"In the event of damage to any cash, valuables or other goods brought into the Hotel by Guests which the Hotel did not receive, if such
damage is due to reasons which the Hotel is liable, whether by intention or negligence, the Hotel shall compensate Guests for such
damage. However, if Guests have not indicated the value of such goods when asked to do so by the Hotel, such compensation shall be
limited to 150,000 yen.";40;"['\nThe hotel will compensate guests for damage to their personal effects and valuables in the event of an accident.\n', ""\nIf the hotel is responsible for damage to guests' property due to negligence or intentional actions, we will reimburse them accordingly.\n"", ""\nIn the unfortunate event of damage to a guest's belongings, the hotel shall provide compensation if it was caused by our fault.\n"", ""\nThe hotel takes responsibility for any damages to a guest's personal items and will offer fair reimbursement.\n"", ""\nIf guests bring in valuable items or cash and they get damaged due to reasons within our control, we'll compensate them accordingly.\n"", ""\nIn cases of accidental damage to guests' possessions, the hotel shall provide reasonable compensation if it was caused by our negligence.\n"", '\nThe Hotel shall provide compensation for damages to personal belongings brought into the establishment in cases where we are liable.\n', ""\nIf a guest's property is damaged due to reasons within our control, we will compensate them up to 150,000 yen.\n"", ""\nIn situations where the hotel is at fault and causes damage to guests' valuables or cash, we shall offer compensation for such losses.""]";35;10;"[' \n\nHow much monetary assistance will the hotel offer to guests who failed to declare the value of their damaged items ', "" \n\nWhat's the maximum financial reparation the hotel will give to visitors whose property hasn't been valued after being destroyed "", ' \n\nAt what highest figure will the hotel compensate guests who did not appraise the worth of their belongings after they got ruined ', "" \n\nHow much compensation money can a guest expect from the hotel if they didn't inform them about the value of damaged goods "", "" \n\nIn case a visitor doesn't mention the monetary value of damaged items, how much cash reimbursement should the hotel give "", ' \n\nWhat is the highest amount that guests are entitled to receive as compensation from the hotel for not stating the worth of their destroyed belongings ', "" \n\nHow much financial aid will the hotel provide if the guest didn't state the value of their ruined possessions "", ' \n\nAt what maximum sum can a hotel be obligated to compensate its patrons who did not specify the monetary value of damaged goods ', '']"
41;Does the Hotel have any responsibility for storing a guest's luggage if it arrives before the guest themselves?;"
If the Guests’ luggage arrives at the Hotel before Guests, only if the Hotel accepts such arrival in advance, the Hotel shall be responsible
for storing such luggage, and the Hotel shall return it to Guests when they check in.";41;"[' If trunks belonging to Patrons reach the Inn before they themselves do, only if the Inn has given permission for this beforehand ', "" In case Guests' possessions are delivered to the Establishment before the Guests' actual arrival, and such arrangement has been agreed upon in advance "", "" When Visitors' personal items arrive at Lodgings before their own arrival, provided that Lodgings have accepted receipt of these items ahead of time "", ' If bags belonging to Clients arrive at a Hotel prior to their check-in, only if the Hotel had given its consent for this beforehand ', ' If personal belongings of Guests reach Reception before the Guests themselves, and Reception has granted permission for such in advance ', ' In cases where luggage belonging to Visitors arrives at a Hosting Establishment before they do, provided that Establishment has been informed of this prior arrangement ', ' If property belonging to Customers reaches their chosen Venue before their own arrival, only if Venue had been made aware of this beforehand ', "" When guests' items arrive at a facility (Hotel/Resort) ahead of the Guests themselves, and permission was given for this earlier "", ' If personal effects of Patrons reach a place of accommodation before they do, provided that said establishment has consented to receiving these items previously']";36;10;"["" Is the lodging establishment responsible for securing a guest's belongings if they are delivered early "", ' Can guests expect their suitcases to be kept secure at the hotel even if they arrive before them ', "" Does the hotel take possession of luggage prior to a guest's check-in "", "" Are hotel staff obligated to hold onto a visitor's bags if they are dropped off beforehand "", "" Is it standard practice for hotels to store a guest's bags when they arrive ahead of schedule "", "" Do hotels have a policy on handling and storing luggage that arrives before a guest's own arrival "", "" Can a hotel be held accountable for safekeeping a guest's luggage if it is received prior to their check-in "", ' Does the hotel assume responsibility for safeguarding baggage that is brought in by guests before they themselves arrive ', '']"
