;question;answer;question_index;answer_reformulate;answer_index;document_index;question_reformulate
49;"
How will a hotel handle a guest's message or package if the guest cannot be located within the hotel?";"
The Hotel may vary the timetables for different services of consumption, use and
enjoyment, throughout the seasons, depending on the seasonality, and reserves the right
not to admit users outside these hours, or when the maximum authorised capacity is
exceeded or admission is limited, thereby damaging the work schedules of such services.
Guests’ permission will be sought prior to taking any messages, phone calls,
packages or anything addressed to them on their behalf. In the event that the guest
cannot be located within the hotel, staff will ensure that the message or package is
verified with the guest upon their return and delivered to them appropriately.";49;"[' Guests may not be admitted outside designated times or when maximum capacity is reached ', ' \n2. Seasonal variations in services will dictate hotel schedules ', ' Staff will ensure that guest messages and packages are handled with care ', '\n3. Timetables for hotel services may change throughout the year, depending on seasonal demand ', ' Guests who arrive outside peak hours may face restricted access ', ""\n4. The Hotel's schedule is subject to alteration based on seasonality and capacity "", ' Users may be denied entry if maximum authorised numbers are exceeded ', '\n5. Hotel schedules will vary by season, with certain services only available during designated periods ', ' Staff will verify guest messages before delivering them ', ' \n6. Guests should expect changing hotel hours based on seasonal trends ', ' In cases of maximum capacity or restricted admission, access may be refused ', ""\n7. The Hotel's timetable for services and amenities may change according to the seasons "", ' Guest communications, including packages and calls, will require prior authorisation ', '\n8. Seasonal changes in hotel operations may result in revised timetables and restricted access ', ' Staff will ensure that guest messages are validated before delivery ', '\n9. Hotel schedules will be adjusted based on seasonal fluctuations and capacity constraints ', ' Guests may experience denied entry or delayed service during peak periods ', "" \n10. The Hotel reserves the right to modify its operating hours, services, and capacity, with guests' prior permission required for message handling and package delivery "", '']";47;9;"['\nHow does an accommodation provider deal with mail or deliveries for guests who are unaccounted for ', '\nWhat procedures do hotels follow to handle messages or packages for patrons who have disappeared from view ', ""\nIn the event of a guest's absence, how would a hospitality business manage their mail or parcel "", ""\nWhat steps would a hotel take if they're unable to locate a visitor and need to deal with their package or message "", ""\nHow does a lodging establishment address the issue of messages or packages left behind by guests who can't be found "", '\nWhat measures would an accommodation provider put in place for managing lost guest mail or packages ', '\nIn what ways would a hotel handle correspondence or parcels meant for guests who are unaccountable ', ""\nHow do hotels manage to deal with visitors' messages or packages when they're not on the premises "", '\nWhat arrangements would be made by a lodging establishment to handle mail or deliveries left behind by absent guests ', '']"
50;What types of activities are not allowed in the hotel rooms and common spaces without permission? ;"
The rooms and common spaces of the hotel may not be used for uses other than
accommodation and/or hired services, either by the guest or his/her companions, or by
third parties. Consequently, the aforementioned rooms and/or common spaces may not
be used for activities such as conducting interviews, filming, taking pictures for
promotional activities, photo sessions, etc., unless previously and expressly authorized by
the Management of the establishment and always complying with the rest of Internal
Regulations, the conditions set by the aforementioned Management and the regulations
that apply to the activity in question.";50;"[' Guests are not permitted to use these spaces for alternative purposes, nor can they allow others to do so ', '\n\n2. Accommodations at our hotel may not be used for any purpose other than lodging ', ' Activities such as photo shoots or filming require prior approval from management ', ""\n\n3. Only lodging and related services are allowed in the hotel's guest rooms and common areas "", ' Any other activities, including filming or photography, must first be approved by management ', '\n\n4. Guest rooms and public spaces may not be used for purposes unrelated to accommodations ', ' Conducting interviews or taking photos requires explicit permission from the hotel staff ', '\n\n5. Hotel guests are restricted from using their rooms or the common areas for reasons other than lodging ', ' These areas must only be used for authorized activities, such as events or filming ', ""\n\n6. The hotel's guest rooms and shared spaces can't be used for anything but accommodation "", ' Activities like photo shoots need to get prior approval from management before proceeding ', ""\n\n7. Our hotel's rooms and public areas are reserved for guests who are renting accommodations "", ' Using these spaces for other activities, such as interviews or filming, needs explicit permission from the staff ', '\n\n8. For reasons of security and comfort, hotel guest rooms and common areas can only be used by guests for lodging purposes ', ' Any other uses require prior approval from management ', '\n\n9. Hotel management has rules that prevent using rooms and public spaces for anything but accommodations ', ' Activities like filming or photo shoots are exceptions that must get explicit permission from staff ', '\n\n10. The use of hotel guest rooms and shared areas is restricted to accommodation only ', ' Using these spaces for other purposes, including interviews or photography, requires prior approval from the management team ', '']";48;9;"["" Can you provide a list of forbidden activities within the hotel's private quarters and communal spaces? "", ' Are there any specific actions that guests are not permitted to engage in within their accommodations or shared areas? ', "" What types of conduct require prior approval before being carried out in the hotel's individual suites and group facilities? "", ' In what situations must visitors obtain permission from hotel staff before participating in certain activities within their rooms or public spaces? ', "" Are there any particular actions that are not tolerated without explicit authorization within a guest's private quarters or common areas? "", "" Can you specify which behaviors necessitate prior approval to be performed in the hotel's personal accommodations and community zones? "", ' What kinds of activities require clearance from management before being undertaken in the guest rooms or shared facilities? ', ' In what scenarios do visitors need to receive permission from hotel staff before engaging in specific actions within their private quarters or public spaces? ', "" Are there any certain behaviors that are not allowed without explicit consent within a guest's individual suite or communal areas?""]"
51;"
What is the process for obtaining permission to use the hotel rooms and common spaces for specific activities?";"
The rooms and common spaces of the hotel may not be used for uses other than
accommodation and/or hired services, either by the guest or his/her companions, or by
third parties. Consequently, the aforementioned rooms and/or common spaces may not
be used for activities such as conducting interviews, filming, taking pictures for
promotional activities, photo sessions, etc., unless previously and expressly authorized by
the Management of the establishment and always complying with the rest of Internal
Regulations, the conditions set by the aforementioned Management and the regulations
that apply to the activity in question.";51;"[' Guests are not permitted to use these spaces for alternative purposes, nor can they allow others to do so ', '\n\n2. Accommodations at our hotel may not be used for any purpose other than lodging ', ' Activities such as photo shoots or filming require prior approval from management ', ""\n\n3. Only lodging and related services are allowed in the hotel's guest rooms and common areas "", ' Any other activities, including filming or photography, must first be approved by management ', '\n\n4. Guest rooms and public spaces may not be used for purposes unrelated to accommodations ', ' Conducting interviews or taking photos requires explicit permission from the hotel staff ', '\n\n5. Hotel guests are restricted from using their rooms or the common areas for reasons other than lodging ', ' These areas must only be used for authorized activities, such as events or filming ', ""\n\n6. The hotel's guest rooms and shared spaces can't be used for anything but accommodation "", ' Activities like photo shoots need to get prior approval from management before proceeding ', ""\n\n7. Our hotel's rooms and public areas are reserved for guests who are renting accommodations "", ' Using these spaces for other activities, such as interviews or filming, needs explicit permission from the staff ', '\n\n8. For reasons of security and comfort, hotel guest rooms and common areas can only be used by guests for lodging purposes ', ' Any other uses require prior approval from management ', '\n\n9. Hotel management has rules that prevent using rooms and public spaces for anything but accommodations ', ' Activities like filming or photo shoots are exceptions that must get explicit permission from staff ', '\n\n10. The use of hotel guest rooms and shared areas is restricted to accommodation only ', ' Using these spaces for other purposes, including interviews or photography, requires prior approval from the management team ', '']";48;9;"[""\nHow do you go about getting clearance to hold gatherings in the hotel's private quarters and communal areas? "", '\nCan you outline the steps necessary to gain approval to use hotel rooms and public spaces for specific activities or events? ', '\nWhat are the guidelines for requesting permission to utilize hotel facilities for unique functions or happenings? ', ""\nHow do I go about getting the green light to stage activities in the hotel's guest rooms and shared areas? "", '\nWhat are the procedures for obtaining approval to use hotel accommodations and communal spaces for specific purposes? ', '\nCan you detail the process for securing permission to host gatherings in hotel guest rooms and common areas? ', '\nHow do I get permission to utilize hotel facilities for special events or activities that require exclusive access to certain areas? ', '\nWhat are the necessary steps to take to gain approval to use hotel rooms and public spaces for specific functions or occurrences? ', ""\nCan you outline the protocol for requesting authorization to stage events in the hotel's guest rooms and shared areas?""]"
52;What is the basis for calculating accommodation rates according to the given information?;"
The billing of accommodation rates will be computed per day and in accordance
with the number of overnight stays.";52;[' based on actual nights stayed ', ' assessed per diem ', ' computed according to each consecutive night ', ' measured by a 24-hour cycle ', ' billed for every hour of rest ', ' determined by an occupancy count ', ' evaluated over the course of a day ', ' added up for each calendar night ', ' totaled for the length of stay ', ' tallied at the end of each period of lodging ', ' rendered in accordance with actual duration of occupancy.'];49;9;['\nOn what grounds are hotel prices computed ', '\nHow do we derive formulas for pricing accommodations ', '\nWhat formulae govern setting bed-and-breakfast room rates ', '\nWhat algebraic principles guide establishing lodging costs ', '\nUnderlying mathematical principles for calculating boarding house charges ', '\nThe foundation upon which guesthouse tariff computation is based ', '\nOn what statistical methods are hostel prices determined ', '\nHow do we calculate the theoretical base for pricing hotel rooms ', '\nWhat numerical criteria guide setting up rates at a B&B ', '']
53;What is the minimum billing period for accommodation at the Hotel?;"The minimum billing for accommodation will be at the rate of one overnight or
day, with the understanding that this ends at 12:00 the day after the date of entry.
Payment methods accepted by the Hotel are the following: Cash, Debit cards
(Maestro) and Credit cards (Master Card, Visa, Amex, American Express and Diners).";53;"["" one night's lodging \n"", ' The minimum period for accommodation will be charged at a single day or overnight \n', "" A single day's occupancy will constitute the lowest nightly rate \n"", "" One day or night's stay will qualify as the base fee \n"", ' We require a one-night minimum stay \n', ' Minimum nightly charge will apply to all bookings \n', ' Accommodation fees start with a minimum of one day or night \n', ' Overnight accommodations will be subject to a one-day base rate \n', "" The lowest daily rate applies for a single day's lodging \n"", ' A 24-hour period constitutes the minimum stay cost']";50;9;"[' How long do I have to pay for at least some hotel service ', ' Minimum length of time you must occupy a room at this hotel ', ' The least amount of days you need to book accommodation here ', ' What is the smallest number of nights that I am contractually obligated to spend at your hotel ', ' For how many consecutive nights do I need to pay for a stay at the Hotel ', "" What is the minimum duration required for paying the cost of staying at the Hotel's quarters "", ' The least time span during which you must make payments for an overnight stay here ', ' How long do you have to reserve and pay for lodging at this hotel ', ' What is the shortest period that I am financially committed to occupying a room at your establishment']"
54;What forms of payment are accepted instead of personal cheques?;"
Personal cheques are not accepted.";54;['\nCheque deposits cannot be processed ', '\nWe do not accept cheque payments ', '\nPlease do not attempt to use a cheque ', '\nWe cannot cash your personal cheque ', '\nNo cheques will be accepted for payment ', '\nDo not submit a cheque as payment ', '\nNo cheques can be used as a form of payment ', '\nCheque transactions are not possible ', '\nWe decline all personal cheques ', ''];51;9;[' \nWhat currencies can be used as a substitute for written drafts? ', ' \nWhich forms of monetary exchange are acceptable alternatives to handwritten IOUs? ', ' \nWhat methods of payment can replace the need for signed, written promises? ', ' \nCan any other form of financial settlement be substituted for scribbled notes? ', ' \nAre there any alternative methods of monetary transfer that do not involve written assurances? ', ' \nWhich types of payment instruments can take the place of signed drafts in a transaction? ', ' \nWhat forms of exchange are accepted as substitutes for handwritten IOUs in business deals? ', ' \nCan other types of payment be used instead of traditional, written promises? ', ' \nAre there any other ways to settle financial obligations that do not involve written agreements?']
55;What are the accepted payment methods in this context?;"
When payment is made in cash, this must be done in euros.";55;[' When settlement is transacted with cash, this should occur in euros ', ' Payment made in cold hard cash must be denominated in euros ', ' On occasion of a financial transaction conducted solely with bills, this needs to be settled in euros ', ' The payment received in coins and banknotes must be in the currency of the Eurozone ', ' Monetary transactions carried out using actual money need to be finalized in euros ', ' Payments effected through the use of cash should be calculated and paid in euros ', ' Any cash-based exchange must utilize the euro as its unit of account ', ' When using physical money, all financial settlements must be made with euros ', ' The payment executed solely by means of coins or banknotes needs to conform to the monetary standard of the Eurozone ', ''];52;9;['\nWhich monetary mediums are typically used for compensation ', '\nIn what ways can individuals expect to receive payment ', '\nAre there specific types of currency or electronic funds transfers that are generally preferred ', '\nHow do most businesses usually settle outstanding accounts ', '\nCan you list the standard methods by which debts are cleared ', '\nWhat forms of payment are widely accepted in this scenario ', '\nWhich payment options do organizations typically offer customers ', '\nWhat are the normal procedures for settling financial obligations ', '\nAre there particular modes of electronic or paper-based payment that are commonly used ', '']
56;What is the maximum amount of euros that can be used for payment?;"The payment may not exceed the amount of 1,000 euros and, given that the rights
must be exercised in accordance with the requirements of good faith, bills must be used
that are appropriate to the amount to pay, meaning that the Hotel reserves the right to
refuse high denomination bills if the amount to be paid is much lower.";56;"["" The payment may not exceed one thousand euros, therefore, notes of larger value than necessary mustn't be used.\n"", ' Payment cannot go beyond €1,000 and bills for higher sums are not suitable for this transaction.\n', ' One thousand euros is the maximum allowed payment; we should use banknotes corresponding with the amount to be paid.\n', "" It's not permissible to pay more than 1,000 euros; thus, large denomination notes may not be utilised without justification.\n"", ' The highest possible payment is €1,000; consequently, high-denomination bills are only admissible when the sum owed justifies them.\n', ' For a transaction of this nature, banknotes should not exceed one thousand euros and larger denominations should only be used for amounts that match their value.\n', ' Payment cannot surpass 1,000 euros; therefore, we cannot accept large denomination banknotes unless they accurately reflect the amount to be paid.\n', ' We may not accept payments exceeding €1,000; consequently, smaller notes are required for settling this transaction.\n', ' For the purpose of fairness and clarity in transactions, no payment should exceed one thousand euros and larger denomination bills are only acceptable if they suit the sum owed.']";53;9;"['Can I spend up to how much in euros?\n', ""What's the upper limit for using euros as currency?\n"", 'How many euros can you use at most?\n', ""What's the cap on euro-denominated payments?\n"", 'At what point do euro transactions max out?\n', 'Can you utilize a maximum of how many euros?\n', 'Is there an upper bound on spending in euros?\n', 'Up to what amount can euros be utilized for payment?\n', 'Can I spend up to a certain, maximum number of euros?']"
57;What is the minimum amount of euros that can be used for payment?;Payments with more than 50 coins of euros will also not be accepted.;57;[' Transactions greater than 50 euro coins are not acceptable ', ' Payments consisting of over 50 European denominations cannot be honored ', ' No transactions in excess of 50 Euro units will be accepted ', ' Coins totaling more than 50 Euros will not be approved ', ' More than 50 euro units cannot be paid using this method ', ' Fifty or fewer European currency denominations can only be used for payment ', ' Payments in amounts greater than fifty euros are unacceptable ', ' Only sums up to fifty European coins can be processed ', ' Fifty Euro units maximum are allowed for payments ', ''];54;9;['\nAt what euro value does a transaction become valid?\n', '\nCan I make a purchase with just one cent in euros?\n', '\nHow little money do you need to pay something using euros?\n', '\nIs there a minimum amount of euros required for payment?\n', '\nWhat is the lowest monetary value that can be used for euro payments?\n', '\nIn what situation would it be impossible to use an amount less than this to buy something with euros?\n', '\nHow small an amount of money can you give or receive using euros?\n', '\nCan I make a purchase with just one euro cent?']
58;What are the consequences of not paying the contracted services as agreed upon?;"
Users are obligated to pay the amount of contracted services when presented
with the bill or in accordance with the agreed terms.";58;[' are required to settle their accounts for completed services upon receipt ', ' of an invoice ', ' or as per the mutually accepted schedule ', ' of payment ', ' stipulations ', ' obligations ', ' commitments ', ' undertakings ', ' agreements ', ' arrangements ', ' protocols ', ' provisions'];55;9;"[' What are the repercussions of neglecting to fulfill your monetary responsibilities towards the outsourced personnel according to the terms of the contract?\n\n', ' What are the potential outcomes of not making good on your financial commitments to the providers of contracted services as initially agreed upon?\n\n', "" If you don't settle your outstanding dues for the hired professionals as per the contractual obligations, what might be the repercussions?\n\n"", ' Can you identify the consequences that may arise from neglecting to fulfill your monetary duties towards the suppliers of contracted services as stipulated in the agreement?\n\n', ' What are the logical outcomes when you disregard your financial responsibilities towards the outsourced workers according to the terms of the contract?\n\n', ' If contractual service providers do not receive payment as per their agreements, what potential repercussions might occur?\n\n', ' Are there any adverse consequences for individuals or organizations that fail to settle their bills for contracted services as initially agreed upon?\n\n', ' What are the possible outcomes when one defaults on paying contracted workers according to the terms of the contract?\n\n', ' In the event of non-payment for outsourced personnel as per the contractual agreements, what might be the resultant effects?']"
59;What happens if a guest consumes food from the minibar but doesn't see the price list?;"
Any food or other goods found in the Hotel room (for example the contents of the
minibar, towel, bathrobe), which you consume or take with you when leaving the room
will be charged the equivalent amount as shown on the price list available in each room
or in the Hotel reception.";59;[' \nItems from the minibar, linens, and gowns discovered within the guestroom which are consumed or transported away at checkout time will be invoiced according to the price list located in the room or reception area.\n', ' \nAll provisions and commodities found within the hotel suite (including mini-bar items, towels, robes) that you consume or relocate upon departure will be charged an equivalent amount based on the pricing listed in each room or lobby.\n', ' \nPersonal belongings and refreshments discovered in the guestroom which are eaten or taken away at checkout will be billed according to the displayed price list found within each room or reception area.\n', ' \nAny goods or victuals present in the hotel accommodations (e.g. minibar contents, towels, robes) that you consume or remove when vacating the premises will incur a corresponding fee based on the tariff visible in each room or lobby.\n', ' \nProvisions and merchandise found within the hotel suite which are consumed or relocated at checkout time will be invoiced an equivalent amount according to the pricing listed in each room or lobby.\n', ' \nArticles from the mini-bar, linens, and gowns discovered within the guestroom which you eat or take away upon departure will be charged a corresponding fee based on the price list displayed in each room or reception area.\n', ' \nFoodstuffs and commodities found within the hotel suite (e.g. minibar contents, towels, robes) that are consumed or removed at checkout time will incur an equivalent expense according to the tariff visible in each room or lobby.\n', ' \nProvisions and merchandise discovered within the guestroom which you consume or remove upon checking out will be invoiced a corresponding amount based on the pricing listed in each room or reception area.\n', ' \nAll victuals and commodities found within the hotel suite (e.g. minibar contents, towels, robes) that are consumed or taken away at checkout time will incur an equivalent fee according to the price list located in each room or lobby.'];56;9;"["" What happens when an overnight guest takes a few items from the in-room cooler but doesn't catch the itemized charges "", "" If someone enjoys some goodies from the room's chilled compartment without noticing the prices "", ' Can you help me figure out what happens if a person grabs some things from the hotel fridge without seeing the menu ', ' How does it play out when a guest helps themselves to treats from the in-room refrigerator without realizing the cost ', "" What are the consequences for a visitor who eats items from the hotel's chilled compartment without looking at the price list "", "" If someone grabs some stuff from the room's mini-bar but doesn't see the charges, what happens next "", ' Can you tell me what occurs if a guest munches on things from the in-room cooler without checking the prices ', ' What are the results for an overnight visitor who eats snacks from the hotel fridge without noticing the price list ', '']"
62;Can the client be required to pay for services outside the accommodation even if they had previously agreed to pay for them?;"
The establishment may require its clients, at any time and after the presentation
of the bill and its receipt, to pay for of services provided outside the accommodation,
even when the payment for this had been agreed in advance.";62;"[' any moment ', ' and following a detailed invoice ', ' after receiving it ', '\nManagement may require clients to make payments ', ' at their discretion ', ' for services rendered ', ' outside the premises ', ' even if prior agreement ', ' was made regarding payment ', ' \nOutside of regular hours ', ' The management reserves the right ', ' to request immediate payment ', ' from all clients ', ' for services provided ', ' regardless of prior agreements ', '\nClients are expected to settle accounts ', ' as and when requested ', ' by management ', ' for any services rendered ', ' outside of the residence ', ' even if pre-payment ', ' had been arranged ', ' \nIn cases where additional services ', ' were received outside of accommodation ', ' The establishment may demand payment ', ' from clients ', ' at a time of their choice ', '\nAll clients are subject to payment ', ' demands ', ' from management ', ' for any services ', ' provided outside of accommodation ', ' regardless of prior agreements ', '\nAfter receiving the bill ', ' The management can demand payment ', ' at any moment ', ' for all additional services ', ' rendered outside the residence ', '\nThe establishment reserves the right ', ' to request immediate settlement ', ' from all clients ', ' for services received ', ' outside their stay ', ' even if paid in advance ', ' \nPayment for outside services ', ' is expected from clients ', ' as soon as requested ', ' by management ', ' regardless of prior arrangements ', '\nAll clients are required to settle accounts ', "" at a moment's notice "", ' for any additional services ', ' provided outside of accommodation ', ' even when payment ', ' had been made beforehand ', '']";59;9;"[' Can clients be held accountable for additional expenses incurred during their stay at an establishment ', ' Should guests who have already agreed to cover extra costs still be expected to make payment for those services ', ' Are lodgers permitted to pass on supplementary fees they had previously approved of paying ', "" Does a client's pre-approval imply permission to charge them for supplementary costs outside the lodging itself "", ' Is it acceptable to compel clients to pay for supplemental services beyond their originally agreed upon residence, assuming prior consent was granted ', ' May guests who have consented to cover additional expenses be required to settle those costs ', ' Are there grounds for requiring a client to compensate for any service they had agreed to pay extra for, even if it occurred outside the original premises ', ' Can lodgers who initially consented to pay for supplementary services still be expected to make payment for those charges ', '']"
63;What is the consequence for a client who leaves the hotel before the end of their contracted stay?;"
The departure of the client before the end of the contracted stay shall not exempt
the client from paying the full amount for all reserved days and contracted services.
If a client intends to leave the establishment with a wholly or partially unpaid bill,
the Hotel will be entitled to request the assistance of the authorities.";63;"[' \nDeparture prior to check-out time does not free the guest from all charges ', "" \nLeaving early won't let clients off the hook for prepaid services "", ' \nClients who depart without settling their account in full will be held accountable ', "" \nEarly exit doesn't excuse unpaid balances or outstanding charges "", ' \nPremature departure means paying up, regardless of service usage ', "" \nGuests can't avoid payment by checking out before the scheduled time "", ' \nLeaving early and leaving a bill to pay are two separate matters ', ' \nNo getting off the hook for unfulfilled contracts due to unexpected departures ', ' \nClients will still be charged even if they leave before their booking is over ', '']";60;9;['\nConsequences for premature departure from accommodations ', '\nClient repercussions from terminating stay early ', '\nWhat are the effects on guests departing ahead of schedule ', '\nOutcome for clients cutting short their visit ', '\nWhat occurs when patrons leave hotel before the end date ', '\nPenalties for early exit from lodging establishment ', '\nAftermath for guests terminating stay prematurely ', '\nConsequences for terminating contracted accommodations early ', '\nResults of exiting premises prior to scheduled departure time ', '']
64;What is the purpose of requesting an advance of payment by credit card according to the text?;"
The Hotel can request advance of payment by credit card for the contracted
services, in accordance with the applicable law, of both the full amount of the
reservation including taxes and tourist tax that may apply, as well as for extras.";64;"[' \nFor the agreed-upon services the hotel can request payment in advance via credit card ', ' \nIn accordance with the relevant laws, the hotel can ask for the entire reservation amount including taxes and tourist tax ', ' \nBoth the full reservation price plus any applicable taxes and touristic fees may be paid in advance by means of a charge card ', ' \nThe lodging can request payment before arrival through a credit card, based on applicable regulations ', ' \nAny additional charges will be requested via credit card prior to your departure ', "" \nFor the booked services you'll have to pay the full price, including any taxes or tourist fees, upfront using your credit card "", ' \nThe hotel may ask for advance payment of all reservation costs and taxes through a charge card ', ' \nAccording to local regulations, the accommodation can request the total amount due, including tax, prior to arrival via credit card ', ' \nPrepayment for contracted services will be requested via credit card according to applicable laws and regulations ', '']";61;9;"[' For what reason is a payment in advance accepted through credit card?\n\n', ' What is the intention behind asking customers to settle their bills upfront using their credit cards?\n\n', "" Why must clients prepay with their credit cards as per the text's instructions?\n\n"", ' In accordance with the text, for what purpose do suppliers request that buyers pay by credit card before receiving goods/services?\n\n', ' To what end does the text suggest a payment be made in advance via credit card?\n\n', ' What is it about requesting an advance payment via credit card that makes sense according to the text?\n\n', ' How does requiring prepayment through credit cards serve the needs described in the text?\n\n', ' In the text, for what purpose are payments by credit card before receiving goods/services deemed acceptable?\n\n', "" Why does the request for a credit card payment before delivery align with the text's goals?""]"
65;What constitutes negligence in the context of the guarantee?;"
This guarantee may be extended to damages or malfunctions that occur in the
fixtures, furniture or other elements of the establishment due to negligence or misuse.";65;[' \nThe warranty can cover problems caused by improper use ', ' \nResponsibility for damage to fixtures and fittings is included ', ' \nMalfunctioning equipment or furnishings will be covered ', ' \nCarelessness leading to fixture malfunction is within scope ', ' \nThis guarantee may extend to damages from improper installation ', ' \nNegligence causing fixture defects is included in the warranty ', ' \nEquipment failure due to neglect is covered ', ' \nFaulty maintenance affecting fixtures and fittings will be covered ', ' \nImproper use of establishment elements will void the guarantee'];62;9;"['\nHow do we define neglectfulness within the framework of the warranty agreement? ', '\nWhat specific behaviors are considered careless or reckless in the context of the guarantee? ', ""\nIn what ways does a customer's failure to exercise due diligence impact their entitlements under the warranty? "", '\nWhat constitutes a lack of reasonable care when it comes to maintenance and upkeep, as per the terms of the guarantee? ', '\nHow do we distinguish between genuine mistakes and negligence in relation to the warranty coverage? ', '\nCan you specify what actions would be considered derelict or irresponsible within the scope of the guarantee? ', ""\nWhat are some examples of reckless disregard for one's responsibilities that might void a warranty claim? "", '\nIn which situations is it deemed unacceptable to fail to perform routine maintenance and upkeep, thus breaching the terms of the guarantee? ', ""\nHow do we determine when someone's failure to exercise proper care and attention constitutes negligence in relation to the warranty coverage?""]"
66;What is the purpose of asking a client for a credit card number by the hotel?;"
To such effects, the Hotel can ask the client on arrival, or when making their
reservation, for a credit card number where, in the case of non-payment of a bill, they
can be charged for the same.";66;"[' The establishment can ask guests to provide their credit card details upon arrival or during reservation, enabling them to recover unpaid accounts ', ' This policy empowers hotels to collect payment from customers in case of non-payment ', ' By collecting credit card numbers from clients at check-in or during the booking process, hotels can secure payment for services rendered ', ' When making a reservation, clients may be asked to provide their credit card details to ensure settlement of outstanding balances ', "" To cover potential losses due to non-payment, hotels often request clients' credit card information at check-in "", ' Clients are required to provide their credit card numbers upon arrival or when booking, ensuring hotels can recover unpaid bills ', ' Hotels collect credit card information from clients during the reservation process or at check-in to settle any outstanding accounts ', ' Guests may be asked to supply their credit card details at the time of arrival or while making a reservation, safeguarding against non-payment ', "" The hotel's policy includes requesting clients' credit card numbers upon arrival or during booking, allowing them to cover unpaid balances if necessary""]";63;9;"[' How do hotels justify collecting payment details from their customers?\n\n', ' Can you explain why a hotel would ask for a card number as part of the booking process?\n\n', "" What's the justification for requiring a client to provide a credit card number when making a reservation?\n\n"", ' Is it standard practice for hotels to collect payment information from guests at the time of booking?\n\n', "" Why does a hotel need to store a client's payment details on file?\n\n"", ' How do hotels ensure that clients are aware of and consent to providing their credit card numbers?\n\n', "" What's the primary purpose behind requesting a credit card number from a guest at a hotel or resort?\n\n"", ' Can you clarify why hotels often request a payment method, such as a credit card, during the booking process?\n\n', "" Is it necessary for hotels to obtain a client's payment information before confirming a reservation?""]"
67;What types of extra services may be subject to additional payment?;"
Such a request may be made even for accommodation that is pre-paid or
comped, to ensure payment for extra services that may be used, as well as to cover
damages and malfunctions.";67;"["" \nTo confirm payment for supplementary services utilized, it's also necessary to have this permission in place, "", "" \nEven when booking a room that's already paid for or offered free of charge, an agreement like this might be sought after, "", ' \nSuch authorization can be requested even for accommodations that are pre-paid or provided at no cost, ', "" \nIt's possible to request such permission regardless of whether the accommodation is prepaid or complimentary, "", ' \nEven in cases where the stay has already been paid for or is being offered without charge, an agreement like this may still be necessary, ', "" \nFor a room that's previously been paid for or provided free of charge, a similar request might also be submitted, "", ' \nAn authorization like this can even be requested when booking a pre-paid or complimentary accommodation, ', ' \nEven when accommodations are prepaid or offered without cost, an agreement such as this may still be necessary, ', ' \nThis type of permission is possible to request, even for bookings that have been paid in advance or provided at no expense, ', '']";64;9;[' Which optional facilities incur an extra fee?\n\n', ' Are there any premium amenities that require a surcharge?\n\n', ' Can you identify add-ons that necessitate an additional cost?\n\n', ' What luxury upgrades come with an added expense?\n\n', ' Are any extra perks subject to a supplemental payment?\n\n', ' What ancillary services carry an additional charge?\n\n', ' Which optional extras require a premium price tag?\n\n', ' May I know the extra features that incur a supplementary fee?\n\n', ' Can you specify the services that necessitate an additional outlay?']
68;What is the purpose of the breakage deposit mentioned in the text?;"
The Hotel reserves the right, in the event of any damages, malfunction or theft in
the room or any other area of the hotel by the customer, to use the breakage deposit
and/or claim this compensation.";68;"[' the premises or any other section of the hotel owned/operated by the patron, to utilize the security fund and/or demand repayment.\n \nIn the event of any damages, malfunctioning or theft in\n', ' the guestroom or any adjacent area of the hotel property by the lodger, the Hotel will have the prerogative to use the breakage deposit\n', ' and/or invoke financial compensation from the perpetrator.\n \nThe hotel preserves its authority, upon discovery of any damage, technical issues or theft within \n', ' the assigned room or other areas under their jurisdiction that were attributed to the guest, to employ the guarantee fund and/or claim reimbursement.\n \nIn the event of any loss, malfunction or pilferage in\n', "" the guest's quarters or other parts of the hotel by the customer, the Hotel reserves its right to utilize the security deposit and/or seek monetary compensation.\n \nThe Hotel maintains the power to invoke the breakage deposit, in the event of any destruction, technical failure or theft within \n"", ' the assigned room or any other area under their jurisdiction attributed to the guest, and/or demand repayment.\n \nIn the event of any damages, malfunctioning or theft in\n', "" the hotel's quarters or any adjacent areas that were caused by the guest, the establishment will reserve its authority to use the security fund and/or claim compensation.\n \nThe Hotel holds the right to utilize the guarantee fund, upon occurrence of any destruction, faulty operation or pilferage within \n"", ' the premises or other sections of the hotel property attributed to the patron, and/or invoke financial repayment.\n \nIn the event of any damages, malfunctioning or theft in\n', ' the guestroom or adjacent areas that were caused by the client, the establishment will maintain the right to use the security deposit and/or seek monetary compensation.\n \nThe Hotel preserves its authority, upon discovery of any damage, technical issues or theft within \n', ' the assigned quarters or other parts of the hotel attributed to the patron, to employ the breakage deposit and/or claim repayment.']";65;9;['To what end is a breakage deposit implemented?\n\n', 'Why does a breakage deposit feature prominently?\n\n', 'In what capacity is a breakage deposit utilized?\n\n', 'What drives the inclusion of a breakage deposit in certain contexts?\n\n', 'For what intention are breakage deposits initiated?\n\n', 'What ultimate goal do breakage deposits serve?\n\n', 'To what specific objective does a breakage deposit contribute?\n\n', 'How is a breakage deposit tied to its intended outcome?\n\n', 'In what manner does a breakage deposit fulfill its designated purpose?']
